T(sec)	Sa(cm/s2)
0	-0.2015
0.01	0.1538
0.02	-0.48
0.03	-0.6667
0.04	0.3037
0.05	1.5446
0.06	2.2671
0.07	2.7514
0.08	3.1238
0.09	2.7267
0.1	1.5247
0.11	0.8009
0.12	1.425
0.13	2.4376
0.14	2.3842
0.15	1.2849
0.16	0.3216
0.17	0.2111
0.18	0.7985
0.19	1.7166
0.2	2.5313
0.21	2.6165
0.22	1.7325
0.23	0.5102
0.24	-0.2524
0.25	-0.5005
0.26	-0.6489
0.27	-0.859
0.28	-1.1875
0.29	-1.9689
0.3	-3.2941
0.31	-4.4384
0.32	-4.5722
0.33	-3.8392
0.34	-3.0559
0.35	-2.5381
0.36	-1.9157
0.37	-0.9683
0.38	0.0568
0.39	0.9295
0.4	1.6174
0.41	1.9756
0.42	1.8285
0.43	1.4097
0.44	1.197
0.45	1.2227
0.46	1.0026
0.47	0.2753
0.48	-0.566
0.49	-0.9181
0.5	-0.581
0.51	0.1463
0.52	0.7473
0.53	0.8165
0.54	0.3127
0.55	-0.4383
0.56	-1.0485
0.57	-1.3128
0.58	-1.1529
0.59	-0.6163
0.6	-0.1031
0.61	-0.2494
0.62	-1.2015
0.63	-2.1963
0.64	-2.2588
0.65	-1.2579
0.66	0.0089
0.67	0.7034
0.68	0.6795
0.69	0.4253
0.7	0.4834
0.71	0.865
0.72	0.991
0.73	0.421
0.74	-0.3979
0.75	-0.5856
0.76	-0.0948
0.77	0.1726
0.78	-0.2043
0.79	-0.4769
0.8	-0.0706
0.81	0.278
0.82	-0.254
0.83	-0.9341
0.84	-0.4327
0.85	0.9358
0.86	1.4929
0.87	0.7675
0.88	0.1733
0.89	0.6338
0.9	1.0673
0.91	0.1889
0.92	-1.4118
0.93	-2.2607
0.94	-2.2258
0.95	-2.3141
0.96	-2.6061
0.97	-1.8256
0.98	0.859
0.99	4.646
1	7.9975
1.01	9.9504
1.02	10.2959
1.03	9.2249
1.04	7.2472
1.05	4.9783
1.06	2.6332
1.07	0.1097
1.08	-2.1641
1.09	-3.0139
1.1	-1.732
1.11	0.7593
1.12	2.5956
1.13	2.8468
1.14	2.1915
1.15	1.5902
1.16	0.8585
1.17	-0.9032
1.18	-3.721
1.19	-6.3584
1.2	-7.7919
1.21	-8.4668
1.22	-9.4304
1.23	-10.5003
1.24	-10.1797
1.25	-7.5878
1.26	-3.7435
1.27	-0.4994
1.28	1.2089
1.29	1.5442
1.3	0.8706
1.31	-0.3761
1.32	-1.2218
1.33	-0.6807
1.34	1.0582
1.35	2.8495
1.36	4.2881
1.37	6.3074
1.38	9.5503
1.39	12.9357
1.4	14.6839
1.41	14.3139
1.42	12.7467
1.43	10.7134
1.44	8.1173
1.45	5.111
1.46	2.7867
1.47	2.1003
1.48	2.5507
1.49	2.6384
1.5	1.6337
1.51	0.3763
1.52	0.0714
1.53	0.594
1.54	0.5159
1.55	-1.019
1.56	-2.9399
1.57	-3.3907
1.58	-2.0615
1.59	-0.5485
1.6	-0.2124
1.61	-0.6077
1.62	-0.5757
1.63	0.0828
1.64	1.0231
1.65	2.6315
1.66	5.4283
1.67	8.5512
1.68	10.4094
1.69	10.8387
1.7	10.9954
1.71	10.9607
1.72	9.4003
1.73	6.2929
1.74	3.9034
1.75	3.5629
1.76	3.2721
1.77	0.641
1.78	-2.9796
1.79	-3.8538
1.8	-1.0064
1.81	2.423
1.82	3.2433
1.83	1.4818
1.84	-1.0207
1.85	-3.2856
1.86	-5.2991
1.87	-6.8305
1.88	-7.4686
1.89	-7.1804
1.9	-6.0435
1.91	-4.0586
1.92	-1.7566
1.93	-0.1956
1.94	0.2073
1.95	0.1
1.96	0.0513
1.97	-0.1181
1.98	-0.4968
1.99	-0.7135
2	-0.9233
2.01	-1.8424
2.02	-3.0295
2.03	-2.5701
2.04	0.3253
2.05	3.6506
2.06	4.96
2.07	4.3844
2.08	3.7975
2.09	3.922
2.1	4.0206
2.11	3.7825
2.12	3.5964
2.13	3.2551
2.14	2.2164
2.15	1.0528
2.16	0.9139
2.17	1.5408
2.18	1.4804
2.19	0.3121
2.2	-1.0606
2.21	-2.4219
2.22	-4.5996
2.23	-7.3526
2.24	-8.8204
2.25	-7.9408
2.26	-5.8555
2.27	-4.0563
2.28	-2.6364
2.29	-1.3175
2.3	-0.6681
2.31	-0.9863
2.32	-1.1752
2.33	-0.1369
2.34	1.5585
2.35	2.6306
2.36	2.918
2.37	3.0358
2.38	2.9861
2.39	2.4843
2.4	2.0885
2.41	2.5221
2.42	3.0926
2.43	2.1281
2.44	-0.9491
2.45	-4.9681
2.46	-8.3834
2.47	-10.3931
2.48	-10.7586
2.49	-9.4985
2.5	-6.9987
2.51	-3.85
2.52	-0.524
2.53	2.383
2.54	3.883
2.55	3.2826
2.56	1.0466
2.57	-1.5777
2.58	-3.6211
2.59	-4.5853
2.6	-4.0148
2.61	-1.747
2.62	1.5388
2.63	4.7667
2.64	7.3645
2.65	9.0963
2.66	9.3177
2.67	7.389
2.68	3.8731
2.69	0.4694
2.7	-1.4234
2.71	-1.4657
2.72	0.2497
2.73	3.6913
2.74	8.4249
2.75	13.2278
2.76	16.5142
2.77	16.9838
2.78	14.1201
2.79	8.7154
2.8	2.8093
2.81	-1.7279
2.82	-4.7465
2.83	-7.3163
2.84	-9.6428
2.85	-10.4528
2.86	-8.9708
2.87	-6.7238
2.88	-6.4598
2.89	-9.3511
2.9	-13.8025
2.91	-17.0584
2.92	-17.6765
2.93	-16.4154
2.94	-15.0356
2.95	-14.5449
2.96	-14.6271
2.97	-14.4018
2.98	-13.2394
2.99	-10.8829
3	-7.4599
3.01	-3.7405
3.02	-0.8457
3.03	0.7963
3.04	1.8075
3.05	2.7891
3.06	3.5499
3.07	4.0382
3.08	5.196
3.09	7.6319
3.1	9.9536
3.11	10.0878
3.12	8.3895
3.13	7.7779
3.14	10.0322
3.15	13.2179
3.16	13.8221
3.17	10.6312
3.18	5.5122
3.19	0.9894
3.2	-1.8872
3.21	-3.6583
3.22	-5.5538
3.23	-8.4354
3.24	-11.797
3.25	-13.8609
3.26	-13.4967
3.27	-12.0463
3.28	-12.2711
3.29	-15.1761
3.3	-18.7615
3.31	-20.4685
3.32	-20.0181
3.33	-18.8747
3.34	-17.4978
3.35	-14.6249
3.36	-9.5369
3.37	-3.6399
3.38	1.2056
3.39	5.0653
3.4	9.2939
3.41	13.8257
3.42	16.5943
3.43	16.0165
3.44	12.852
3.45	8.9576
3.46	5.2123
3.47	1.5561
3.48	-1.7482
3.49	-4.0886
3.5	-5.4069
3.51	-6.1009
3.52	-6.1896
3.53	-5.4618
3.54	-4.3075
3.55	-3.5036
3.56	-3.2754
3.57	-3.4344
3.58	-4.2302
3.59	-5.8389
3.6	-6.9001
3.61	-4.9805
3.62	0.6962
3.63	7.7825
3.64	12.8296
3.65	14.3128
3.66	13.1701
3.67	10.9958
3.68	8.5274
3.69	5.7055
3.7	2.538
3.71	-0.2894
3.72	-1.5934
3.73	-0.6708
3.74	1.8322
3.75	4.2716
3.76	5.1765
3.77	3.7014
3.78	-0.7306
3.79	-8.0642
3.8	-16.5043
3.81	-22.8792
3.82	-25.1278
3.83	-24.0155
3.84	-21.6854
3.85	-19.0527
3.86	-15.5859
3.87	-11.2968
3.88	-7.6209
3.89	-5.8549
3.9	-5.4195
3.91	-4.2467
3.92	-0.7621
3.93	4.649
3.94	9.9444
3.95	13.1327
3.96	13.9079
3.97	13.6686
3.98	13.8674
3.99	14.577
4	14.991
4.01	15.0575
4.02	15.8795
4.03	18.2073
4.04	20.9971
4.05	22.0179
4.06	19.9605
4.07	15.7242
4.08	11.5218
4.09	8.8249
4.1	7.3248
4.11	5.8267
4.12	3.7938
4.13	1.7017
4.14	0.0921
4.15	-1.144
4.16	-2.4012
4.17	-3.7933
4.18	-5.3177
4.19	-7.2219
4.2	-9.6805
4.21	-12.1951
4.22	-13.7569
4.23	-13.7192
4.24	-12.3779
4.25	-10.8042
4.26	-10.2655
4.27	-11.4734
4.28	-13.8779
4.29	-15.8128
4.3	-15.9577
4.31	-14.7711
4.32	-13.8671
4.33	-13.6825
4.34	-12.4387
4.35	-8.1741
4.36	-1.5562
4.37	4.1964
4.38	6.4046
4.39	5.3225
4.4	3.1757
4.41	1.5489
4.42	0.5045
4.43	-0.1075
4.44	0.3682
4.45	2.6835
4.46	6.6778
4.47	11.5349
4.48	16.5511
4.49	20.9937
4.5	23.5856
4.51	23.1056
4.52	19.6657
4.53	14.6796
4.54	9.2736
4.55	3.3701
4.56	-3.1627
4.57	-8.9949
4.58	-11.8673
4.59	-10.8323
4.6	-7.5296
4.61	-4.8993
4.62	-4.5917
4.63	-5.6169
4.64	-5.5102
4.65	-2.9382
4.66	0.7693
4.67	2.8325
4.68	1.8731
4.69	-0.6842
4.7	-2.2981
4.71	-2.1152
4.72	-1.5997
4.73	-2.4827
4.74	-4.7985
4.75	-7.2825
4.76	-9.1248
4.77	-10.568
4.78	-11.8061
4.79	-12.0242
4.8	-10.0452
4.81	-5.7996
4.82	-0.7486
4.83	3.3306
4.84	5.8657
4.85	7.6298
4.86	9.4086
4.87	10.8649
4.88	11.0606
4.89	9.9754
4.9	8.975
4.91	9.5393
4.92	11.8887
4.93	15.1097
4.94	18.1547
4.95	20.201
4.96	20.4553
4.97	18.5072
4.98	14.9486
4.99	10.9766
5	7.2658
5.01	3.7527
5.02	0.382
5.03	-2.841
5.04	-6.5273
5.05	-11.307
5.06	-15.9912
5.07	-17.6665
5.08	-14.8753
5.09	-9.9655
5.1	-6.951
5.11	-7.3176
5.12	-9.0119
5.13	-9.2898
5.14	-7.4249
5.15	-4.7131
5.16	-2.8951
5.17	-2.6767
5.18	-3.0853
5.19	-2.5136
5.2	-1.1216
5.21	-1.4799
5.22	-5.4364
5.23	-10.9449
5.24	-13.9911
5.25	-13.5697
5.26	-12.4554
5.27	-12.5177
5.28	-11.7709
5.29	-7.6319
5.3	-1.2414
5.31	3.555
5.32	4.6747
5.33	3.5048
5.34	2.6625
5.35	3.5264
5.36	5.6552
5.37	7.3872
5.38	7.2054
5.39	5.4467
5.4	4.2957
5.41	5.2651
5.42	7.3227
5.43	8.5086
5.44	8.6264
5.45	8.9518
5.46	9.8645
5.47	10.3989
5.48	9.9618
5.49	8.928
5.5	7.4301
5.51	4.9586
5.52	1.4369
5.53	-2.4665
5.54	-6.3333
5.55	-10.2172
5.56	-13.6771
5.57	-15.783
5.58	-16.5878
5.59	-17.6777
5.6	-20.6729
5.61	-25.6623
5.62	-31.2733
5.63	-35.6366
5.64	-37.198
5.65	-35.4543
5.66	-31.3184
5.67	-26.3199
5.68	-21.3608
5.69	-16.7367
5.7	-13.1276
5.71	-11.5106
5.72	-11.8112
5.73	-12.4291
5.74	-11.4998
5.75	-8.274
5.76	-3.3801
5.77	1.5874
5.78	4.9222
5.79	6.2732
5.8	7.3593
5.81	10.1949
5.82	14.3401
5.83	16.8985
5.84	15.6742
5.85	11.5511
5.86	7.4384
5.87	5.7104
5.88	6.9786
5.89	10.2621
5.9	13.5458
5.91	14.8657
5.92	13.7219
5.93	11.2606
5.94	8.8219
5.95	6.8241
5.96	5.222
5.97	4.0826
5.98	3.0468
5.99	1.0745
6	-2.258
6.01	-5.5939
6.02	-6.8766
6.03	-5.5223
6.04	-2.8538
6.05	-0.4695
6.06	1.1507
6.07	2.3857
6.08	3.4837
6.09	4.1895
6.1	4.0937
6.11	3.0395
6.12	1.2097
6.13	-0.9081
6.14	-2.3919
6.15	-1.8813
6.16	1.6193
6.17	7.4185
6.18	12.9812
6.19	15.8144
6.2	15.5059
6.21	13.4054
6.22	10.553
6.23	6.851
6.24	2.3202
6.25	-2.0115
6.26	-5.187
6.27	-7.5103
6.28	-9.7181
6.29	-11.3115
6.3	-10.75
6.31	-7.5257
6.32	-3.2999
6.33	-0.3603
6.34	0.8479
6.35	1.9938
6.36	4.3907
6.37	6.7924
6.38	6.4846
6.39	2.6243
6.4	-2.3815
6.41	-5.33
6.42	-5.3835
6.43	-4.1149
6.44	-3.075
6.45	-2.4119
6.46	-1.6463
6.47	-0.5681
6.48	0.951
6.49	3.1334
6.5	5.7638
6.51	7.8743
6.52	8.1678
6.53	5.5188
6.54	-0.6012
6.55	-9.3033
6.56	-17.861
6.57	-23.1673
6.58	-24.2136
6.59	-22.662
6.6	-20.722
6.61	-19.0738
6.62	-17.1547
6.63	-14.6718
6.64	-12.0732
6.65	-9.8574
6.66	-8.0873
6.67	-6.5857
6.68	-5.2651
6.69	-4.2731
6.7	-3.9745
6.71	-4.698
6.72	-6.3238
6.73	-8.0871
6.74	-8.7996
6.75	-7.3848
6.76	-3.5842
6.77	1.6001
6.78	6.4359
6.79	9.7767
6.8	11.7051
6.81	12.7606
6.82	13.0565
6.83	12.5273
6.84	11.3687
6.85	9.5248
6.86	6.3776
6.87	1.9596
6.88	-2.0417
6.89	-3.8807
6.9	-4.3186
6.91	-6.1707
6.92	-10.8174
6.93	-16.2084
6.94	-18.9126
6.95	-17.4032
6.96	-12.8305
6.97	-7.3
6.98	-2.1255
6.99	2.49
7	6.5688
7.01	9.2905
7.02	9.1005
7.03	5.3755
7.04	-0.2517
7.05	-5.0972
7.06	-8.0901
7.07	-10.4337
7.08	-13.3255
7.09	-15.8178
7.1	-15.6138
7.11	-11.7776
7.12	-6.2706
7.13	-2.7373
7.14	-3.5604
7.15	-7.7797
7.16	-12.0345
7.17	-13.8055
7.18	-13.3434
7.19	-12.0706
7.2	-9.9846
7.21	-5.9052
7.22	0.0183
7.23	5.4924
7.24	8.0701
7.25	6.9495
7.26	2.5766
7.27	-4.3753
7.28	-12.9023
7.29	-21.157
7.3	-26.7569
7.31	-27.7459
7.32	-23.5578
7.33	-15.6021
7.34	-6.8127
7.35	-0.0012
7.36	3.5414
7.37	3.9039
7.38	1.8436
7.39	-1.2104
7.4	-3.404
7.41	-3.8771
7.42	-3.4219
7.43	-2.8541
7.44	-1.7715
7.45	-0.2968
7.46	-0.7065
7.47	-4.8508
7.48	-10.4983
7.49	-12.9993
7.5	-10.7617
7.51	-6.5132
7.52	-2.7439
7.53	1.2446
7.54	6.5614
7.55	11.524
7.56	13.0969
7.57	10.1237
7.58	3.9427
7.59	-2.7588
7.6	-6.8589
7.61	-6.5649
7.62	-3.586
7.63	-1.6946
7.64	-1.7584
7.65	-0.3284
7.66	4.9698
7.67	10.8455
7.68	11.9502
7.69	7.7789
7.7	3.0543
7.71	1.788
7.72	3.6565
7.73	6.1481
7.74	7.6779
7.75	7.9658
7.76	7.2576
7.77	6.02
7.78	4.4084
7.79	1.8642
7.8	-1.7565
7.81	-4.8791
7.82	-5.4449
7.83	-3.4859
7.84	-1.1171
7.85	0.1493
7.86	0.6968
7.87	1.1347
7.88	0.8198
7.89	-0.9834
7.9	-3.1665
7.91	-3.0145
7.92	1.2663
7.93	8.2011
7.94	13.5415
7.95	14.0263
7.96	11.0462
7.97	9.5409
7.98	12.3864
7.99	16.8421
8	17.8123
8.01	13.8308
8.02	8.2095
8.03	4.6987
8.04	3.8887
8.05	4.1689
8.06	4.6292
8.07	6.0563
8.08	9.5419
8.09	14.4871
8.1	18.0383
8.11	17.3384
8.12	13.1655
8.13	10.3028
8.14	12.44
8.15	16.9834
8.16	17.0939
8.17	9.6015
8.18	-0.7572
8.19	-6.1125
8.2	-3.4351
8.21	3.3792
8.22	8.6371
8.23	10.5458
8.24	11.4713
8.25	13.5103
8.26	15.0734
8.27	12.5545
8.28	4.9119
8.29	-4.7621
8.3	-12.7998
8.31	-18.841
8.32	-24.748
8.33	-30.2323
8.34	-31.4947
8.35	-25.0609
8.36	-12.2533
8.37	0.8603
8.38	8.0756
8.39	7.8765
8.4	4.0181
8.41	1.1542
8.42	-0.1006
8.43	-2.8807
8.44	-8.5654
8.45	-13.1996
8.46	-11.1001
8.47	-1.2762
8.48	11.5605
8.49	21.987
8.5	27.8765
8.51	29.5096
8.52	27.2172
8.53	21.3222
8.54	13.2302
8.55	5.2274
8.56	-0.6908
8.57	-3.6602
8.58	-4.2877
8.59	-4.214
8.6	-4.5498
8.61	-4.8576
8.62	-4.6275
8.63	-5.2355
8.64	-8.5816
8.65	-13.7579
8.66	-17.3192
8.67	-17.6761
8.68	-17.1167
8.69	-18.1357
8.7	-19.6728
8.71	-18.936
8.72	-15.634
8.73	-12.1862
8.74	-10.3251
8.75	-9.5147
8.76	-8.5957
8.77	-7.2609
8.78	-5.7333
8.79	-4.2864
8.8	-3.2107
8.81	-2.2277
8.82	-0.0658
8.83	4.2288
8.84	9.6433
8.85	14.069
8.86	16.854
8.87	19.2932
8.88	22.3712
8.89	25.0616
8.9	25.2036
8.91	21.463
8.92	14.5708
8.93	7.3141
8.94	2.7104
8.95	0.9676
8.96	-1.0847
8.97	-5.7611
8.98	-10.3312
8.99	-9.7739
9	-3.9933
9.01	0.8907
9.02	0.0718
9.03	-3.8816
9.04	-5.0907
9.05	-2.5075
9.06	-0.5953
9.07	-2.4695
9.08	-5.7112
9.09	-5.8032
9.1	-1.403
9.11	5.0224
9.12	10.4331
9.13	13.9286
9.14	16.7506
9.15	20.111
9.16	22.9183
9.17	22.199
9.18	16.6323
9.19	9.0832
9.2	4.241
9.21	3.8597
9.22	5.4894
9.23	5.6603
9.24	3.1595
9.25	-0.3088
9.26	-1.2561
9.27	3.0993
9.28	11.5557
9.29	18.7983
9.3	20.8295
9.31	19.7288
9.32	19.9123
9.33	20.3915
9.34	15.4801
9.35	4.2776
9.36	-5.5421
9.37	-6.5131
9.38	-0.2667
9.39	5.947
9.4	8.5814
9.41	9.3543
9.42	9.5911
9.43	7.826
9.44	2.6012
9.45	-6.0724
9.46	-17.549
9.47	-29.2941
9.48	-35.5014
9.49	-31.2414
9.5	-18.439
9.51	-4.1637
9.52	7.285
9.53	16.7785
9.54	24.525
9.55	26.7011
9.56	20.3256
9.57	8.044
9.58	-4.7116
9.59	-15.004
9.6	-22.5239
9.61	-26.7052
9.62	-26.5409
9.63	-22.2748
9.64	-15.3545
9.65	-7.5338
9.66	-1.0605
9.67	1.9545
9.68	1.8603
9.69	1.4499
9.7	1.8638
9.71	0.1723
9.72	-6.8002
9.73	-17.5062
9.74	-26.8736
9.75	-31.8016
9.76	-33.3837
9.77	-34.0697
9.78	-34.6095
9.79	-33.9382
9.8	-30.7535
9.81	-25.131
9.82	-19.3879
9.83	-16.9256
9.84	-19.1792
9.85	-23.9291
9.86	-27.3448
9.87	-27.3381
9.88	-24.4963
9.89	-20.6489
9.9	-17.3891
9.91	-15.2451
9.92	-13.3565
9.93	-10.438
9.94	-6.5496
9.95	-3.0904
9.96	-0.605
9.97	2.1718
9.98	6.3458
9.99	11.238
10	15.6916
10.01	19.7387
10.02	23.816
10.03	27.4392
10.04	29.7953
10.05	30.5238
10.06	28.7908
10.07	23.0199
10.08	13.2821
10.09	2.9992
10.1	-3.6215
10.11	-5.6117
10.12	-5.5178
10.13	-6.1253
10.14	-8.0014
10.15	-9.8704
10.16	-10.5503
10.17	-10.818
10.18	-13.3895
10.19	-19.7026
10.2	-26.4795
10.21	-27.7547
10.22	-21.6443
10.23	-13.0231
10.24	-7.6496
10.25	-5.5047
10.26	-2.1513
10.27	5.0391
10.28	14.7489
10.29	24.5491
10.3	32.8095
10.31	38.1703
10.32	39.8407
10.33	38.6537
10.34	36.0658
10.35	32.466
10.36	28.1345
10.37	24.8412
10.38	23.9679
10.39	23.6592
10.4	20.6854
10.41	15.1332
10.42	10.5368
10.43	8.9362
10.44	8.2067
10.45	4.9681
10.46	-1.7518
10.47	-10.1777
10.48	-17.2766
10.49	-20.2741
10.5	-18.5642
10.51	-14.5692
10.52	-11.1715
10.53	-8.2918
10.54	-3.8617
10.55	1.9764
10.56	6.1806
10.57	6.8374
10.58	5.371
10.59	3.6099
10.6	0.8476
10.61	-4.3955
10.62	-10.8545
10.63	-14.4172
10.64	-11.5198
10.65	-2.3898
10.66	8.6469
10.67	16.3445
10.68	18.9553
10.69	19.2459
10.7	20.338
10.71	21.577
10.72	20.1108
10.73	15.2987
10.74	8.934
10.75	1.9473
10.76	-5.6293
10.77	-11.3095
10.78	-10.6359
10.79	-2.6538
10.8	7.786
10.81	14.8512
10.82	16.8484
10.83	15.5059
10.84	12.7245
10.85	9.7045
10.86	7.1385
10.87	4.4422
10.88	0.3442
10.89	-4.6716
10.9	-8.5945
10.91	-11.527
10.92	-16.1017
10.93	-22.3578
10.94	-25.4143
10.95	-21.4529
10.96	-13.6487
10.97	-8.4182
10.98	-7.313
10.99	-6.6132
11	-4.258
11.01	-3.0742
11.02	-6.6446
11.03	-15.2146
11.04	-26.3007
11.05	-36.3207
11.06	-40.709
11.07	-35.494
11.08	-20.8895
11.09	-1.9781
11.1	15.3155
11.11	27.6412
11.12	33.2261
11.13	30.183
11.14	18.3051
11.15	1.5318
11.16	-13.8598
11.17	-23.9986
11.18	-29.2949
11.19	-31.6087
11.2	-30.8879
11.21	-25.3752
11.22	-14.5325
11.23	-0.7626
11.24	12.0971
11.25	21.6597
11.26	28.1892
11.27	33.4866
11.28	39.261
11.29	46.1124
11.3	52.6749
11.31	55.3603
11.32	50.3924
11.33	37.3614
11.34	20.2659
11.35	4.2916
11.36	-7.7556
11.37	-15.3157
11.38	-18.0783
11.39	-16.073
11.4	-10.944
11.41	-4.9371
11.42	1.1995
11.43	7.2119
11.44	10.3849
11.45	6.4855
11.46	-4.9543
11.47	-18.2981
11.48	-26.5801
11.49	-27.6482
11.5	-24.4087
11.51	-20.463
11.52	-17.4612
11.53	-15.8164
11.54	-15.4969
11.55	-15.7419
11.56	-15.7259
11.57	-16.0148
11.58	-17.9299
11.59	-20.8241
11.6	-21.3216
11.61	-16.3699
11.62	-6.3912
11.63	5.4495
11.64	16.5111
11.65	26.2491
11.66	34.949
11.67	42.1561
11.68	46.7743
11.69	48.1062
11.7	46.3786
11.71	42.4764
11.72	37.3631
11.73	31.5364
11.74	24.8378
11.75	16.9784
11.76	8.5562
11.77	1.4818
11.78	-2.1864
11.79	-2.4319
11.8	-2.1164
11.81	-4.561
11.82	-9.5824
11.83	-12.7431
11.84	-9.9462
11.85	-2.7407
11.86	2.3539
11.87	0.3298
11.88	-7.5364
11.89	-15.761
11.9	-20.0452
11.91	-19.6694
11.92	-16.0988
11.93	-11.2372
11.94	-6.6869
11.95	-3.037
11.96	0.351
11.97	4.0885
11.98	7.707
11.99	10.5104
12	12.1988
12.01	11.2721
12.02	4.6883
12.03	-7.8175
12.04	-19.9735
12.05	-23.4681
12.06	-16.9216
12.07	-7.0523
12.08	0.0475
12.09	5.1951
12.1	11.9834
12.11	20.1948
12.12	26.5398
12.13	29.2381
12.14	28.1877
12.15	22.3331
12.16	10.6935
12.17	-4.6604
12.18	-19.7169
12.19	-32.0001
12.2	-40.4667
12.21	-43.5137
12.22	-40.7514
12.23	-35.7365
12.24	-32.6338
12.25	-30.2538
12.26	-23.7898
12.27	-13.0605
12.28	-4.4864
12.29	-3.2628
12.3	-7.6545
12.31	-13.1981
12.32	-18.523
12.33	-23.681
12.34	-25.9147
12.35	-21.5788
12.36	-11.2708
12.37	0.4394
12.38	10.1052
12.39	17.5942
12.4	23.5209
12.41	27.1334
12.42	27.2252
12.43	23.4993
12.44	16.8572
12.45	9.7235
12.46	5.9388
12.47	8.341
12.48	15.3696
12.49	20.9962
12.5	19.4238
12.51	10.4111
12.52	-0.4262
12.53	-7.2554
12.54	-9.7196
12.55	-11.6637
12.56	-14.1963
12.57	-13.074
12.58	-5.3552
12.59	4.2852
12.6	8.643
12.61	8.117
12.62	9.8027
12.63	15.8659
12.64	19.5025
12.65	15.6017
12.66	9.3416
12.67	8.8848
12.68	13.9468
12.69	17.8975
12.7	18.2781
12.71	18.2694
12.72	18.9563
12.73	17.2563
12.74	12.1687
12.75	6.8005
12.76	2.4787
12.77	-3.8445
12.78	-14.1224
12.79	-25.6248
12.8	-35.0643
12.81	-42.3018
12.82	-47.72
12.83	-50.0067
12.84	-49.3924
12.85	-49.3375
12.86	-51.502
12.87	-52.0113
12.88	-46.4729
12.89	-36.6144
12.9	-28.4613
12.91	-25.5046
12.92	-26.6232
12.93	-28.8918
12.94	-29.1343
12.95	-24.3621
12.96	-14.3517
12.97	-2.8128
12.98	7.2184
12.99	17.7825
13	31.9689
13.01	46.5803
13.02	53.5171
13.03	48.8087
13.04	36.161
13.05	20.9356
13.06	4.9404
13.07	-11.2137
13.08	-24.5979
13.09	-31.6409
13.1	-31.132
13.11	-23.8104
13.12	-11.5031
13.13	1.4371
13.14	8.7421
13.15	7.4041
13.16	0.7284
13.17	-6.2571
13.18	-12.7461
13.19	-20.71
13.2	-29.2396
13.21	-34.3209
13.22	-34.1664
13.23	-31.184
13.24	-27.8278
13.25	-23.6318
13.26	-18.0845
13.27	-14.1276
13.28	-16.1361
13.29	-24.5774
13.3	-34.042
13.31	-37.0782
13.32	-30.3127
13.33	-17.5295
13.34	-6.6838
13.35	-3.0022
13.36	-5.0178
13.37	-8.1005
13.38	-10.9467
13.39	-16.2592
13.4	-24.9578
13.41	-32.8086
13.42	-34.7561
13.43	-30.6779
13.44	-24.4732
13.45	-18.5745
13.46	-11.8966
13.47	-2.8852
13.48	7.7485
13.49	17.5654
13.5	23.9136
13.51	25.0034
13.52	21.6707
13.53	18.3673
13.54	19.8284
13.55	25.4474
13.56	29.0265
13.57	25.875
13.58	18.5185
13.59	13.2164
13.6	12.0058
13.61	10.8519
13.62	5.4199
13.63	-3.9787
13.64	-13.8407
13.65	-21.6667
13.66	-27.3975
13.67	-32.0785
13.68	-36.5887
13.69	-41.1198
13.7	-44.8665
13.71	-46.5994
13.72	-46.226
13.73	-45.188
13.74	-44.4748
13.75	-42.8808
13.76	-38.4549
13.77	-31.4373
13.78	-24.3586
13.79	-18.8763
13.8	-13.7469
13.81	-6.8442
13.82	1.548
13.83	8.6697
13.84	12.4363
13.85	13.5402
13.86	14.0135
13.87	14.7123
13.88	15.2112
13.89	15.5505
13.9	16.4686
13.91	17.5226
13.92	16.4522
13.93	11.7506
13.94	5.3743
13.95	1.6
13.96	3.0175
13.97	8.4184
13.98	14.7261
13.99	20.1982
14	25.349
14.01	31.2569
14.02	37.5846
14.03	42.4841
14.04	44.4438
14.05	43.8201
14.06	41.8191
14.07	38.1383
14.08	31.1231
14.09	20.9977
14.1	11.2926
14.11	5.3448
14.12	2.5568
14.13	0.3174
14.14	-1.2845
14.15	0.3808
14.16	5.7209
14.17	11.6262
14.18	15.8021
14.19	19.1916
14.2	22.4193
14.21	22.8836
14.22	18.1201
14.23	10.0598
14.24	3.1687
14.25	-0.3121
14.26	-1.0103
14.27	-0.1414
14.28	0.5575
14.29	-1.5638
14.3	-6.7146
14.31	-9.9586
14.32	-6.1633
14.33	2.3748
14.34	7.5329
14.35	5.3339
14.36	0.191
14.37	-2.141
14.38	-1.6591
14.39	-1.8335
14.4	-4.0287
14.41	-7.5062
14.42	-12.1524
14.43	-17.458
14.44	-20.6673
14.45	-19.7818
14.46	-17.3484
14.47	-17.5736
14.48	-20.193
14.49	-20.8624
14.5	-17.697
14.51	-13.7441
14.52	-12.0472
14.53	-11.6203
14.54	-10.1936
14.55	-8.5232
14.56	-9.6628
14.57	-15.1347
14.58	-23.5568
14.59	-32.1762
14.6	-38.2743
14.61	-39.9291
14.62	-37.2863
14.63	-33.1221
14.64	-30.7815
14.65	-31.1335
14.66	-32.2545
14.67	-32.2635
14.68	-31.6861
14.69	-32.5028
14.7	-35.2757
14.71	-37.9378
14.72	-37.6557
14.73	-33.4795
14.74	-26.6341
14.75	-18.3511
14.76	-8.322
14.77	4.1194
14.78	17.8811
14.79	30.2224
14.8	39.1785
14.81	45.3677
14.82	51.2335
14.83	58.7525
14.84	67.7346
14.85	75.8604
14.86	80.4141
