T(sec)	Sa(cm/s2)
41.04	28.0649
41.05	27.4248
41.06	26.641
41.07	25.1682
41.08	22.5348
41.09	19.1465
41.1	16.3483
41.11	15.5833
41.12	17.259
41.13	20.3852
41.14	23.5077
41.15	26.0391
41.16	28.4682
41.17	31.276
41.18	34.0634
41.19	35.9547
41.2	36.4718
41.21	35.6976
41.22	33.9669
41.23	31.8901
41.24	30.4517
41.25	30.5463
41.26	32.3724
41.27	35.3993
41.28	38.5561
41.29	40.2137
41.3	38.7498
41.31	34.0728
41.32	28.2872
41.33	23.8751
41.34	21.269
41.35	19.0799
41.36	16.5973
41.37	14.9179
41.38	15.3296
41.39	17.5901
41.4	20.2513
41.41	21.8384
41.42	21.261
41.43	17.9947
41.44	12.6756
41.45	6.9885
41.46	2.2443
41.47	-1.6052
41.48	-5.0401
41.49	-7.5391
41.5	-7.7756
41.51	-5.0794
41.52	-0.2411
41.53	4.9309
41.54	8.5293
41.55	9.4733
41.56	8.1745
41.57	6.1758
41.58	4.6523
41.59	3.3254
41.6	1.151
41.61	-2.1505
41.62	-5.6641
41.63	-8.1853
41.64	-9.0882
41.65	-8.4227
41.66	-6.7675
41.67	-5.2576
41.68	-5.4084
41.69	-8.371
41.7	-14.0151
41.71	-20.7506
41.72	-26.5953
41.73	-30.7132
41.74	-33.7588
41.75	-36.4959
41.76	-38.4223
41.77	-38.2447
41.78	-35.4343
41.79	-30.6356
41.8	-24.7299
41.81	-18.3674
41.82	-12.4001
41.83	-7.6671
41.84	-3.8954
41.85	0.3311
41.86	5.9065
41.87	12.06
41.88	17.2566
41.89	20.5973
41.9	22.0499
41.91	22.2602
41.92	22.6953
41.93	24.783
41.94	27.7325
41.95	28.1188
41.96	23.284
41.97	14.901
41.98	7.5216
41.99	3.3802
42	0.2068
42.01	-5.0505
42.02	-11.6158
42.03	-15.3204
42.04	-13.2491
42.05	-6.8588
42.06	-0.423
42.07	2.8237
42.08	2.7651
42.09	1.3361
42.1	0.0389
42.11	-1.5
42.12	-4.817
42.13	-10.5428
42.14	-17.0316
42.15	-21.3089
42.16	-21.7144
42.17	-19.4769
42.18	-17.2451
42.19	-16.1444
42.2	-14.9302
42.21	-12.1687
42.22	-8.3702
42.23	-5.3457
42.24	-4.1504
42.25	-4.5427
42.26	-5.9258
42.27	-7.6044
42.28	-8.2562
42.29	-6.5303
42.3	-2.7134
42.31	0.9864
42.32	2.2731
42.33	0.4403
42.34	-3.762
42.35	-9.0617
42.36	-14.2268
42.37	-18.5557
42.38	-22.2427
42.39	-25.6821
42.4	-28.27
42.41	-28.7276
42.42	-26.8434
42.43	-23.9563
42.44	-21.3278
42.45	-18.9267
42.46	-16.2118
42.47	-13.1584
42.48	-10.0637
42.49	-7.2941
42.5	-5.5688
42.51	-5.2698
42.52	-5.022
42.53	-2.4876
42.54	2.6422
42.55	8.0231
42.56	11.8581
42.57	14.5797
42.58	15.7895
42.59	12.171
42.6	1.8515
42.61	-10.4062
42.62	-16.3039
42.63	-12.6902
42.64	-4.1221
42.65	3.7013
42.66	9.8026
42.67	15.9546
42.68	22.0405
42.69	26.0572
42.7	27.1256
42.71	25.9708
42.72	23.053
42.73	18.193
42.74	11.8574
42.75	5.4481
42.76	0.4643
42.77	-1.8289
42.78	-0.62
42.79	3.4171
42.8	7.8849
42.81	10.6203
42.82	11.451
42.83	11.0361
42.84	8.8018
42.85	3.6762
42.86	-3.3378
42.87	-8.8921
42.88	-9.8967
42.89	-5.5449
42.9	2.966
42.91	13.4044
42.92	23.1594
42.93	30.2885
42.94	34.3993
42.95	35.7972
42.96	33.9723
42.97	28.2399
42.98	19.9223
42.99	12.2178
43	7.1477
43.01	3.8667
43.02	0.7685
43.03	-2.0036
43.04	-3.2584
43.05	-2.9243
43.06	-2.1016
43.07	-1.4964
43.08	-1.1108
43.09	-1.1579
43.1	-1.9598
43.11	-2.9942
43.12	-3.2843
43.13	-2.9209
43.14	-3.1286
43.15	-4.5174
43.16	-6.2322
43.17	-7.2508
43.18	-7.637
43.19	-7.8905
43.2	-7.744
43.21	-6.4101
43.22	-3.7629
43.23	-0.6585
43.24	1.8754
43.25	3.425
43.26	4.2261
43.27	4.6157
43.28	4.4291
43.29	3.0565
43.3	0.4136
43.31	-2.3523
43.32	-3.8924
43.33	-4.5445
43.34	-6.3169
43.35	-10.4431
43.36	-15.6515
43.37	-19.571
43.38	-21.26
43.39	-21.4628
43.4	-20.8338
43.41	-19.1253
43.42	-16.2188
43.43	-12.9309
43.44	-10.3227
43.45	-8.7229
43.46	-7.7446
43.47	-6.9602
43.48	-6.4493
43.49	-6.891
43.5	-8.8951
43.51	-11.8128
43.52	-13.6144
43.53	-12.8227
43.54	-10.3888
43.55	-8.5586
43.56	-7.779
43.57	-5.9525
43.58	-1.2562
43.59	5.413
43.6	11.5715
43.61	15.801
43.62	18.3351
43.63	19.7707
43.64	20.4095
43.65	20.6091
43.66	20.75
43.67	20.8828
43.68	21.1021
43.69	22.0395
43.7	24.1912
43.71	26.9636
43.72	29.2585
43.73	30.8814
43.74	32.46
43.75	34.0317
43.76	34.7439
43.77	34.129
43.78	32.7275
43.79	31.1692
43.8	29.5337
43.81	27.9485
43.82	26.8165
43.83	25.8019
43.84	23.4158
43.85	18.4765
43.86	11.5379
43.87	4.1595
43.88	-2.8229
43.89	-9.5304
43.9	-15.873
43.91	-21.0736
43.92	-24.4623
43.93	-26.1606
43.94	-26.8948
43.95	-27.5934
43.96	-29.1683
43.97	-32.0744
43.98	-35.7262
43.99	-38.6001
44	-39.2524
44.01	-37.3333
44.02	-33.6701
44.03	-29.4652
44.04	-25.394
44.05	-21.3695
44.06	-17.1046
44.07	-12.7785
44.08	-8.9949
44.09	-6.14
44.1	-3.9378
44.11	-1.4747
44.12	2.598
44.13	9.4745
44.14	18.9337
44.15	28.6322
44.16	35.6216
44.17	38.9939
44.18	40.2391
44.19	40.6207
44.2	39.3598
44.21	35.4078
44.22	30.0549
44.23	26.2481
44.24	25.5156
44.25	26.7515
44.26	27.8852
44.27	27.6057
44.28	25.6495
44.29	22.8494
44.3	21.1259
44.31	22.0932
44.32	25.1893
44.33	28.1929
44.34	29.8411
44.35	30.7141
44.36	31.2206
44.37	30.3069
44.38	27.1391
44.39	22.8162
44.4	19.1917
44.41	16.807
44.42	15.0206
44.43	13.3442
44.44	11.5025
44.45	8.873
44.46	5.0828
44.47	0.6895
44.48	-3.7072
44.49	-8.3636
44.5	-13.369
44.51	-17.5958
44.52	-20.0022
44.53	-21.0738
44.54	-21.2926
44.55	-19.1572
44.56	-13.2064
44.57	-5.7324
44.58	-1.6619
44.59	-3.0679
44.6	-7.1883
44.61	-10.7919
44.62	-13.9695
44.63	-17.934
44.64	-21.3703
44.65	-21.6764
44.66	-18.8463
44.67	-15.6618
44.68	-14.3352
44.69	-15.0043
44.7	-17.357
44.71	-21.5243
44.72	-26.8482
44.73	-31.6043
44.74	-34.9176
44.75	-37.7068
44.76	-40.6909
44.77	-42.351
44.78	-40.1348
44.79	-33.5368
44.8	-25.1104
44.81	-18.2616
44.82	-14.4923
44.83	-12.9484
44.84	-12.2347
44.85	-12.1116
44.86	-13.2412
44.87	-15.7173
44.88	-18.5463
44.89	-20.7084
44.9	-22.1763
44.91	-23.5913
44.92	-25.4156
44.93	-27.7468
44.94	-30.4105
44.95	-32.6669
44.96	-33.2806
44.97	-31.6334
44.98	-28.6054
44.99	-25.7769
45	-23.9496
45.01	-22.9508
45.02	-22.4626
45.03	-22.163
45.04	-21.2361
45.05	-18.7559
45.06	-14.7425
45.07	-10.1082
45.08	-5.4629
45.09	-0.7892
45.1	3.4974
45.11	6.0288
45.12	5.4884
45.13	1.5597
45.14	-5.3698
45.15	-14.5723
45.16	-24.4203
45.17	-32.2621
45.18	-35.98
45.19	-35.6193
45.2	-32.7897
45.21	-28.6384
45.22	-23.294
45.23	-17.3902
45.24	-13.058
45.25	-12.4779
45.26	-15.5857
45.27	-19.7807
45.28	-21.9513
45.29	-20.5054
45.3	-15.6976
45.31	-8.926
45.32	-2.2939
45.33	1.7515
45.34	1.5089
45.35	-2.8332
45.36	-9.5375
45.37	-16.9027
45.38	-23.9932
45.39	-29.7495
45.4	-32.3783
45.41	-30.5005
45.42	-24.5813
45.43	-16.5751
45.44	-8.4679
45.45	-1.8107
45.46	1.7949
45.47	0.9761
45.48	-4.3597
45.49	-12.9368
45.5	-23.1852
45.51	-33.737
45.52	-42.9262
45.53	-48.9469
45.54	-51.0819
45.55	-50.0035
45.56	-46.2964
45.57	-39.459
45.58	-29.1861
45.59	-17.078
45.6	-6.0562
45.61	1.8441
45.62	6.4675
45.63	8.6279
45.64	9.1249
45.65	8.6831
45.66	7.9432
45.67	7.0614
45.68	5.7698
45.69	4.1444
45.7	2.94
45.71	2.8551
45.72	3.699
45.73	4.5304
45.74	4.4746
45.75	3.3042
45.76	1.474
45.77	-0.1885
45.78	-0.9222
45.79	-0.3102
45.8	1.824
45.81	5.5749
45.82	10.6915
45.83	16.2334
45.84	20.9343
45.85	24.0338
45.86	25.4212
45.87	24.9438
45.88	22.2
45.89	17.4562
45.9	12.3402
45.91	8.9303
45.92	8.0624
45.93	8.8393
45.94	9.8124
45.95	10.3893
45.96	11.0555
45.97	12.3938
45.98	13.9395
45.99	14.1095
46	11.6784
46.01	7.5799
46.02	4.7985
46.03	5.8268
46.04	10.2715
46.05	15.4617
46.06	19.3587
46.07	22.2517
46.08	25.4931
46.09	29.2997
46.1	32.3489
46.11	33.2156
46.12	31.6736
46.13	28.6435
46.14	25.2892
46.15	22.2947
46.16	19.8085
46.17	17.8623
46.18	16.7322
46.19	16.8709
46.2	18.5583
46.21	21.6316
46.22	25.4177
46.23	28.9077
46.24	31.3424
46.25	32.9162
46.26	34.6637
46.27	37.2788
46.28	40.1829
46.29	42.0423
46.3	41.9513
46.31	39.8088
46.32	36.0785
46.33	31.8895
46.34	28.8766
46.35	27.765
46.36	27.1658
46.37	24.8943
46.38	20.5889
46.39	15.9023
46.4	11.9639
46.41	8.0839
46.42	3.5361
46.43	-0.7936
46.44	-3.5132
46.45	-4.3416
46.46	-3.5895
46.47	-1.1743
46.48	2.5001
46.49	5.6279
46.5	6.5835
46.51	5.8824
46.52	5.0445
46.53	4.0009
46.54	1.3736
46.55	-2.8502
46.56	-6.741
46.57	-8.7302
46.58	-8.8886
46.59	-7.656
46.6	-5.0229
46.61	-1.6177
46.62	0.9689
46.63	1.9348
46.64	2.1995
46.65	2.7122
46.66	2.9531
46.67	2.1455
46.68	0.9143
46.69	0.3938
46.7	0.2831
46.71	-0.8923
46.72	-3.8094
46.73	-7.7168
46.74	-11.633
46.75	-15.171
46.76	-18.162
46.77	-20.3668
46.78	-21.7221
46.79	-22.1551
46.8	-21.0037
46.81	-17.3656
46.82	-11.4143
46.83	-4.8888
46.84	0.1252
46.85	2.6684
46.86	3.045
46.87	2.0405
46.88	0.5106
46.89	-0.62
46.9	-0.7559
46.91	-0.1961
46.92	0.2407
46.93	0.3804
46.94	0.9819
46.95	2.5693
46.96	4.5825
46.97	6.2322
46.98	7.5762
46.99	8.9082
47	9.6845
47.01	9.3647
47.02	8.9873
47.03	10.1764
47.04	12.3594
47.05	12.8802
47.06	10.7377
47.07	8.3861
47.08	8.3554
47.09	9.5839
47.1	9.062
47.11	6.1866
47.12	3.3508
47.13	2.5449
47.14	3.3389
47.15	4.2203
47.16	4.0961
47.17	2.1847
47.18	-1.9537
47.19	-7.6812
47.2	-13.6204
47.21	-18.9955
47.22	-23.7235
47.23	-27.2978
47.24	-28.9161
47.25	-28.8803
47.26	-28.6301
47.27	-29.1244
47.28	-30.2281
47.29	-31.7476
47.3	-33.8861
47.31	-36.4859
47.32	-38.7915
47.33	-39.8975
47.34	-38.4947
47.35	-32.7811
47.36	-22.2964
47.37	-9.6043
47.38	1.6299
47.39	10.1589
47.4	17.0809
47.41	22.7304
47.42	26.082
47.43	27.2565
47.44	27.9005
47.45	28.509
47.46	27.938
47.47	26.2284
47.48	25.1612
47.49	25.1566
47.5	24.6836
47.51	23.9891
47.52	25.8769
47.53	30.5498
47.54	33.1512
47.55	29.8459
47.56	23.7186
47.57	20.6162
47.58	20.8007
47.59	19.0152
47.6	12.1912
47.61	2.9052
47.62	-5.1288
47.63	-11.2152
47.64	-16.1822
47.65	-19.7561
47.66	-21.1795
47.67	-20.7469
47.68	-19.4318
47.69	-18.0498
47.7	-17.4183
47.71	-18.2397
47.72	-20.3362
47.73	-22.8617
47.74	-25.3421
47.75	-27.593
47.76	-28.9432
47.77	-28.8898
47.78	-28.3293
47.79	-28.7156
47.8	-30.1409
47.81	-31.6675
47.82	-33.3043
47.83	-36.0294
47.84	-39.9903
47.85	-44.3143
47.86	-48.5303
47.87	-52.4667
47.88	-55.1166
47.89	-55.8276
47.9	-56.5139
47.91	-60.038
47.92	-65.8519
47.93	-69.8055
47.94	-69.2167
47.95	-65.6544
47.96	-61.432
47.97	-55.9374
47.98	-47.5666
47.99	-37.3197
48	-27.849
48.01	-19.9463
48.02	-12.3888
48.03	-4.7974
48.04	1.5746
48.05	5.9266
48.06	8.974
48.07	11.6701
48.08	14.2908
48.09	17.0448
48.1	20.2418
48.11	23.3023
48.12	24.632
48.13	23.2294
48.14	19.9086
48.15	16.4038
48.16	13.661
48.17	11.5594
48.18	10.0939
48.19	10.0736
48.2	12.1844
48.21	15.6169
48.22	18.2873
48.23	18.6635
48.24	16.8672
48.25	13.652
48.26	9.0772
48.27	3.1391
48.28	-2.8094
48.29	-6.6614
48.3	-7.6624
48.31	-6.6948
48.32	-4.3197
48.33	-0.0671
48.34	5.6243
48.35	10.2565
48.36	11.4648
48.37	9.6171
48.38	6.9304
48.39	4.4929
48.4	1.5074
48.41	-2.7104
48.42	-7.4048
48.43	-11.4072
48.44	-14.4753
48.45	-17.0515
48.46	-19.2877
48.47	-20.8663
48.48	-21.5736
48.49	-21.7219
48.5	-22.0659
48.51	-23.3972
48.52	-26.127
48.53	-30.1912
48.54	-35.2449
48.55	-40.6743
48.56	-45.4351
48.57	-48.4673
48.58	-49.6729
48.59	-50.0222
48.6	-50.1652
48.61	-49.383
48.62	-46.6418
48.63	-42.3194
48.64	-37.8929
48.65	-33.9841
48.66	-29.7654
48.67	-24.488
48.68	-18.523
48.69	-12.4229
48.7	-5.9832
48.71	0.9708
48.72	7.658
48.73	13.1408
48.74	17.4748
48.75	21.0613
48.76	23.323
48.77	23.2105
48.78	20.8614
48.79	17.6405
48.8	14.6321
48.81	12.2935
48.82	11.535
48.83	13.5331
48.84	17.9168
48.85	22.5524
48.86	25.9834
48.87	28.8666
48.88	31.9896
48.89	34.1101
48.9	33.2742
48.91	29.5566
48.92	24.9982
48.93	21.3188
48.94	19.1876
48.95	19.3389
48.96	22.5634
48.97	28.368
48.98	35.1588
48.99	42.1096
49	49.5045
49.01	56.8823
49.02	62.3627
49.03	64.6092
49.04	64.2238
49.05	62.2226
49.06	58.1553
49.07	50.9879
49.08	41.3687
49.09	31.893
49.1	25.15
49.11	22.1163
49.12	22.2612
49.13	24.5119
49.14	27.9576
49.15	31.8767
49.16	35.231
49.17	36.4415
49.18	34.2721
49.19	29.1113
49.2	22.9039
49.21	17.6057
49.22	14.0696
49.23	12.3928
49.24	12.5145
49.25	14.0328
49.26	16.0218
49.27	17.5827
49.28	18.3023
49.29	17.9009
49.3	15.8914
49.31	12.0745
49.32	7.1926
49.33	2.7391
49.34	0.0726
49.35	-0.3661
49.36	0.7954
49.37	2.5258
49.38	4.3901
49.39	6.6508
49.4	9.1306
49.41	10.5773
49.42	9.959
49.43	8.0343
49.44	6.652
49.45	6.5802
49.46	6.9366
49.47	6.666
49.48	5.5485
49.49	3.7393
49.5	1.4551
49.51	-0.6203
49.52	-1.6533
49.53	-1.783
49.54	-2.1187
49.55	-3.3084
49.56	-4.8437
49.57	-5.9543
49.58	-6.3524
49.59	-5.8914
49.6	-4.4092
49.61	-2.3035
49.62	-0.5729
49.63	0.0456
49.64	-0.4756
49.65	-1.8034
49.66	-3.3494
49.67	-4.1413
49.68	-3.4247
49.69	-1.4392
49.7	0.9317
49.71	2.8665
49.72	3.2647
49.73	0.6225
49.74	-5.2334
49.75	-11.8003
49.76	-15.9935
49.77	-17.3949
49.78	-17.8528
49.79	-18.2431
49.8	-17.6195
49.81	-15.5175
49.82	-13.0199
49.83	-11.295
49.84	-10.9915
49.85	-13.2539
49.86	-19.1843
49.87	-27.7585
49.88	-36.1643
49.89	-42.7128
49.9	-47.6773
49.91	-51.0406
49.92	-51.533
49.93	-48.4363
49.94	-42.443
49.95	-34.3701
49.96	-24.9637
49.97	-16.1169
49.98	-10.0158
49.99	-6.8377
50	-5.5396
50.01	-6.7505
50.02	-11.891
50.03	-19.2785
50.04	-24.5083
50.05	-25.3894
50.06	-23.3054
50.07	-19.2354
50.08	-12.2144
50.09	-2.5536
50.1	7.5461
50.11	17.8991
50.12	30.7237
50.13	45.7129
50.14	59.1191
50.15	69.4224
50.16	79.226
50.17	89.6926
50.18	98.3363
50.19	104.4758
50.2	110.8138
50.21	116.7828
50.22	117.2555
50.23	111.5055
50.24	104.9396
50.25	96.1616
50.26	72.5989
50.27	30.0176
50.28	-11.5013
50.29	-25.8989
50.3	-12.628
50.31	4.6291
50.32	10.2492
50.33	12.348
50.34	23.0964
50.35	38.9866
50.36	49.5203
50.37	54.182
50.38	59.5168
50.39	65.6323
50.4	66.0066
50.41	57.702
50.42	43.4482
50.43	25.4276
50.44	3.9834
50.45	-18.6313
50.46	-39.072
50.47	-56.6227
50.48	-71.3638
50.49	-80.1203
50.5	-79.322
50.51	-70.8638
50.52	-60.1666
50.53	-49.1633
50.54	-36.1804
50.55	-22.2517
50.56	-11.8188
50.57	-5.9595
50.58	0.1453
50.59	10.634
50.6	23.279
50.61	32.75
50.62	36.9844
50.63	37.7664
50.64	36.6128
50.65	32.7859
50.66	25.1581
50.67	14.129
50.68	1.1574
50.69	-12.6148
50.7	-26.5004
50.71	-39.4172
50.72	-50.0866
50.73	-58.7812
50.74	-67.902
50.75	-79.1112
50.76	-89.9537
50.77	-95.2822
50.78	-92.9315
50.79	-86.6615
50.8	-82.5715
50.81	-83.6019
50.82	-87.962
50.83	-91.1364
50.84	-88.1905
50.85	-75.9017
50.86	-55.1047
50.87	-30.9577
50.88	-9.5582
50.89	5.9
50.9	15.3499
50.91	19.2646
50.92	17.174
50.93	8.6972
50.94	-4.7061
50.95	-19.1769
50.96	-29.7438
50.97	-32.8167
50.98	-27.8273
50.99	-16.4793
51	-1.1817
51.01	14.8272
51.02	26.7607
51.03	29.9763
51.04	23.0924
51.05	8.5228
51.06	-9.7396
51.07	-27.4799
51.08	-40.3484
51.09	-45.5956
51.1	-44.4756
51.11	-40.9657
51.12	-37.8594
51.13	-36.2627
51.14	-38.495
51.15	-47.4722
51.16	-61.7114
51.17	-74.4107
51.18	-79.8735
51.19	-78.389
51.2	-72.8106
51.21	-63.3479
51.22	-48.8143
51.23	-30.7411
51.24	-12.6852
51.25	3.4196
51.26	17.3104
51.27	27.9977
51.28	34.4762
51.29	38.2124
51.3	41.9511
51.31	46.1363
51.32	48.85
51.33	48.9272
51.34	46.6882
51.35	41.8831
51.36	33.6585
51.37	23.0354
51.38	13.2296
51.39	6.7104
51.4	3.2073
51.41	0.8326
51.42	-1.9804
51.43	-5.4791
51.44	-8.2522
51.45	-8.2623
51.46	-5.6763
51.47	-4.235
51.48	-8.0477
51.49	-17.0143
51.5	-26.7325
51.51	-32.5754
51.52	-32.4519
51.53	-26.297
51.54	-15.1784
51.55	-1.2183
51.56	13.354
51.57	27.5516
51.58	41.0159
51.59	52.4358
51.6	60.2528
51.61	64.8453
51.62	68.2026
51.63	71.1835
51.64	72.6865
51.65	71.8356
51.66	69.5154
51.67	67.4038
51.68	66.7405
51.69	68.1264
51.7	71.06
51.71	73.4821
51.72	73.2618
51.73	70.3449
51.74	65.9161
51.75	59.2977
51.76	47.6524
51.77	29.626
51.78	7.8584
51.79	-12.8525
51.8	-28.5374
51.81	-36.7096
51.82	-36.0826
51.83	-27.4399
51.84	-13.9833
51.85	0.6557
51.86	14.5754
51.87	27.2038
51.88	37.6121
51.89	44.384
51.9	46.8523
51.91	45.6067
51.92	42.0093
51.93	37.8592
51.94	35.1595
51.95	35.2852
51.96	38.1532
51.97	42.4558
51.98	46.5951
51.99	49.2609
52	49.566
52.01	47.1644
52.02	42.2277
52.03	35.1925
52.04	26.7684
52.05	18.191
52.06	10.8453
52.07	5.2441
52.08	0.8365
52.09	-2.6982
52.1	-4.3809
52.11	-2.8813
52.12	1.446
52.13	6.0343
52.14	7.9335
52.15	6.0941
52.16	1.8577
52.17	-2.4996
52.18	-5.4229
52.19	-6.4319
52.2	-5.4552
52.21	-2.4461
52.22	2.2971
52.23	7.8856
52.24	13.1163
52.25	16.7278
52.26	17.4746
52.27	14.7543
52.28	9.6659
52.29	4.8355
52.3	2.4286
52.31	2.6031
52.32	4.5152
52.33	8.2932
52.34	14.7799
52.35	23.2012
52.36	30.2531
52.37	32.2491
52.38	27.8102
52.39	18.1877
52.4	5.6327
52.41	-7.8652
52.42	-20.6415
52.43	-31.1859
52.44	-38.4072
52.45	-41.921
52.46	-41.9467
52.47	-39.0929
52.48	-34.4086
52.49	-29.4793
52.5	-26.0493
52.51	-25.2053
52.52	-26.8852
52.53	-30.2235
52.54	-34.1763
52.55	-37.5991
52.56	-39.0495
52.57	-37.2561
52.58	-32.0827
52.59	-24.7042
52.6	-16.701
52.61	-9.3617
52.62	-3.8601
52.63	-1.186
52.64	-1.1342
52.65	-1.8093
52.66	-1.0488
52.67	1.6087
52.68	4.9422
52.69	8.0087
52.7	11.4345
52.71	16.5007
52.72	23.3405
52.73	30.3087
52.74	34.9775
52.75	35.7354
52.76	32.7278
52.77	27.4101
52.78	21.0538
52.79	13.6658
52.8	4.5193
52.81	-6.3534
52.82	-17.5224
52.83	-27.0218
52.84	-33.561
52.85	-36.9548
52.86	-37.9105
52.87	-37.6372
52.88	-37.1794
52.89	-36.6466
52.9	-35.3053
52.91	-32.8105
52.92	-30.0787
52.93	-28.4041
52.94	-27.8934
52.95	-27.4749
52.96	-26.4308
52.97	-25.0547
52.98	-23.5398
52.99	-21.1926
53	-17.4792
53.01	-13.1503
53.02	-9.4722
53.03	-6.9588
53.04	-5.8949
53.05	-7.4357
53.06	-12.517
53.07	-19.7037
53.08	-25.8542
53.09	-29.4186
53.1	-31.5378
53.11	-33.2053
53.12	-33.0837
53.13	-29.5239
53.14	-23.4315
53.15	-17.3477
53.16	-12.3951
53.17	-7.8526
53.18	-3.2973
53.19	0.7106
53.2	4.1329
53.21	7.9364
53.22	12.553
53.23	17.0069
53.24	19.9468
53.25	20.5708
53.26	18.3651
53.27	13.1471
53.28	5.8669
53.29	-1.6138
53.3	-8.0234
53.31	-13.1145
53.32	-16.3198
53.33	-16.256
53.34	-12.5243
53.35	-7.2468
53.36	-3.8083
53.37	-4.3714
53.38	-9.1843
53.39	-17.6568
53.4	-29.0074
53.41	-41.9487
53.42	-54.7578
53.43	-66.092
53.44	-75.3061
53.45	-81.7264
53.46	-84.1017
53.47	-81.3948
53.48	-74.1772
53.49	-64.806
53.5	-55.9384
53.51	-49.063
53.52	-44.6072
53.53	-42.8307
53.54	-43.7157
53.55	-46.115
53.56	-48.0473
53.57	-48.1533
53.58	-46.1229
53.59	-41.6255
53.6	-34.076
53.61	-24.0752
53.62	-13.8892
53.63	-5.5003
53.64	0.914
53.65	5.5937
53.66	7.3534
53.67	4.5998
53.68	-2.3692
53.69	-11.4024
53.7	-20.3151
53.71	-27.3774
53.72	-30.6854
53.73	-28.9198
53.74	-22.783
53.75	-14.282
53.76	-4.6508
53.77	5.6665
53.78	15.2664
53.79	21.9267
53.8	24.8537
53.81	25.2147
53.82	23.9929
53.83	20.8488
53.84	15.7989
53.85	10.6226
53.86	7.5137
53.87	7.027
53.88	8.0908
53.89	9.5188
53.9	10.9601
53.91	12.6948
53.92	14.798
53.93	16.4281
53.94	16.318
53.95	14.4731
53.96	12.797
53.97	13.1018
53.98	14.9631
53.99	16.6016
54	17.3517
54.01	17.9111
54.02	18.5677
54.03	18.7474
54.04	18.1354
54.05	16.7089
54.06	13.8168
54.07	8.8739
54.08	2.9279
54.09	-2.1269
54.1	-5.9184
54.11	-9.5314
54.12	-13.1378
54.13	-15.5553
54.14	-16.2775
54.15	-16.0695
54.16	-15.3725
54.17	-14.0094
54.18	-12.5615
54.19	-11.8617
54.2	-10.8378
54.21	-7.1594
54.22	-0.5288
54.23	6.9645
54.24	14.2932
54.25	22.7858
54.26	33.1646
54.27	43.7937
54.28	52.8859
54.29	60.0661
54.3	64.8644
54.31	66.4409
54.32	65.9983
54.33	66.4501
54.34	68.006
54.35	67.0514
54.36	61.3843
54.37	53.5578
54.38	46.7673
54.39	40.6778
54.4	34.2212
54.41	29.0919
54.42	26.4019
54.43	22.7308
54.44	14.5497
54.45	4.9405
54.46	0.6558
54.47	3.0186
54.48	6.7238
54.49	7.7401
54.5	7.351
54.51	7.3529
54.52	6.0766
54.53	1.3821
54.54	-6.0275
54.55	-14.621
54.56	-24.5095
54.57	-35.6747
54.58	-46.1228
54.59	-54.0367
54.6	-59.9032
54.61	-64.5741
54.62	-66.9756
54.63	-65.6879
54.64	-61.2821
54.65	-55.2704
54.66	-48.2089
54.67	-40.7171
54.68	-34.8889
54.69	-32.3523
54.7	-31.7551
54.71	-30.3423
54.72	-27.5222
54.73	-24.8394
54.74	-22.7032
54.75	-19.2257
54.76	-12.6121
54.77	-3.1676
54.78	7.3668
54.79	17.0907
54.8	24.1654
54.81	27.1628
54.82	26.2185
54.83	23.3138
54.84	20.6795
54.85	19.0651
54.86	17.8893
54.87	16.7818
54.88	16.4413
54.89	17.8485
54.9	20.8942
54.91	24.0807
54.92	25.6459
54.93	24.7999
54.94	21.8154
54.95	17.3824
54.96	12.3957
54.97	8.1186
54.98	5.7953
54.99	5.9386
55	8.419
55.01	13.1472
55.02	19.9484
55.03	27.6749
55.04	34.2335
55.05	37.8628
55.06	37.9332
55.07	34.538
55.08	28.3321
55.09	21.2472
55.1	16.3178
55.11	15.6824
55.12	18.9415
55.13	24.008
55.14	29.0839
55.15	33.1215
55.16	34.9643
55.17	33.3619
55.18	28.1377
55.19	20.5875
55.2	12.33
55.21	4.0856
55.22	-4.3161
55.23	-13.1586
55.24	-22.3059
55.25	-31.1884
55.26	-39.1063
55.27	-45.5784
55.28	-50.3758
55.29	-53.2234
55.3	-53.7905
55.31	-52.2275
55.32	-49.342
55.33	-45.7306
55.34	-40.9768
55.35	-34.3425
55.36	-26.1605
55.37	-17.8768
55.38	-10.7767
55.39	-5.4823
55.4	-2.6781
55.41	-3.0233
55.42	-5.5834
55.43	-7.3605
55.44	-5.6481
55.45	-0.617
55.46	5.258
55.47	9.9222
55.48	12.9204
55.49	14.357
55.5	14.2225
55.51	12.9433
55.52	11.2353
55.53	8.9256
55.54	5.0816
55.55	-0.1299
55.56	-4.9429
55.57	-8.2299
55.58	-11.1785
55.59	-15.6205
55.6	-21.4722
55.61	-26.9699
55.62	-30.7322
55.63	-32.311
55.64	-31.3365
55.65	-27.7515
55.66	-22.7399
55.67	-17.8591
55.68	-13.1011
55.69	-7.2563
55.7	-0.5281
55.71	4.6467
55.72	6.129
55.73	4.4554
55.74	2.0047
55.75	0.53
55.76	0.0672
55.77	-0.4434
55.78	-2.0867
55.79	-4.992
55.8	-7.8601
55.81	-8.8294
55.82	-7.1594
55.83	-3.7394
55.84	0.068
55.85	3.4077
55.86	5.7343
55.87	6.6676
55.88	6.4957
55.89	5.9716
55.9	5.1054
55.91	2.9871
55.92	-0.6307
55.93	-4.4412
55.94	-7.0357
55.95	-8.5183
