T(sec)	Sa(cm/s2)
34.33	-42.9023
34.34	-28.9084
34.35	-6.1105
34.36	13.703
34.37	23.4198
34.38	27.6042
34.39	36.5119
34.4	53.3961
34.41	69.5542
34.42	73.2698
34.43	62.8942
34.44	49.2522
34.45	44.6348
34.46	50.865
34.47	59.4257
34.48	62.2188
34.49	59.74
34.5	57.9505
34.51	59.3119
34.52	59.6262
34.53	53.8974
34.54	43.0536
34.55	33.0752
34.56	28.0226
34.57	25.615
34.58	20.2729
34.59	9.5894
34.6	-3.1504
34.61	-12.6932
34.62	-17.2481
34.63	-19.7921
34.64	-24.1678
34.65	-30.372
34.66	-34.2734
34.67	-32.3802
34.68	-26.6275
34.69	-23.4791
34.7	-27.4704
34.71	-35.9084
34.72	-41.0618
34.73	-38.2264
34.74	-31.0708
34.75	-28.1004
34.76	-33.7964
34.77	-43.9937
34.78	-50.3248
34.79	-48.5351
34.8	-41.6812
34.81	-35.5788
34.82	-32.4701
34.83	-29.9218
34.84	-25.1572
34.85	-18.9513
34.86	-14.5809
34.87	-13.6082
34.88	-13.7814
34.89	-11.5111
34.9	-6.0564
34.91	-0.7321
34.92	0.282
34.93	-3.6771
34.94	-8.692
34.95	-9.7785
34.96	-5.5582
34.97	0.7246
34.98	4.9643
34.99	6.5834
35	8.5017
35.01	12.7399
35.02	17.1605
35.03	17.7063
35.04	13.5685
35.05	8.6392
35.06	7.0795
35.07	8.4892
35.08	8.8769
35.09	6.1233
35.1	2.7995
35.11	2.8716
35.12	6.9425
35.13	12.1605
35.14	16.1406
35.15	18.988
35.16	20.9507
35.17	19.8899
35.18	12.9339
35.19	0.4115
35.2	-13.3496
35.21	-23.6347
35.22	-28.9494
35.23	-30.7005
35.24	-30.379
35.25	-28.2074
35.26	-24.1607
35.27	-18.8255
35.28	-12.5836
35.29	-4.8254
35.3	4.9266
35.31	15.2183
35.32	22.9925
35.33	26.296
35.34	26.3155
35.35	26.2213
35.36	28.0924
35.37	31.4379
35.38	34.7631
35.39	37.9154
35.4	42.1277
35.41	47.6153
35.42	51.7028
35.43	50.1105
35.44	40.5931
35.45	25.4024
35.46	9.9736
35.47	-1.1497
35.48	-7.5375
35.49	-12.5117
35.5	-19.7514
35.51	-29.9026
35.52	-39.9644
35.53	-45.8611
35.54	-46.1234
35.55	-43.5619
35.56	-43.0318
35.57	-46.6477
35.58	-50.8843
35.59	-49.3041
35.6	-39.2669
35.61	-25.7861
35.62	-17.4264
35.63	-17.6073
35.64	-20.7262
35.65	-18.0096
35.66	-7.0057
35.67	5.9235
35.68	12.7794
35.69	12.2116
35.7	9.5183
35.71	9.3572
35.72	10.6143
35.73	9.1737
35.74	4.0269
35.75	-1.3256
35.76	-3.2224
35.77	-1.5912
35.78	1.4932
35.79	5.5178
35.8	11.9306
35.81	20.8596
35.82	29.0444
35.83	32.1227
35.84	28.5856
35.85	20.7309
35.86	11.8073
35.87	2.867
35.88	-7.3203
35.89	-19.5852
35.9	-32.0424
35.91	-40.8226
35.92	-43.4723
35.93	-41.6136
35.94	-39.5315
35.95	-39.4309
35.96	-38.4837
35.97	-31.7936
35.98	-18.661
35.99	-4.6074
36	4.3317
36.01	9.0401
36.02	17.2114
36.03	34.676
36.04	57.707
36.05	75.5098
36.06	80.5398
36.07	75.2533
36.08	68.2959
36.09	65.3775
36.1	65.3348
36.11	64.5731
36.12	63.0748
36.13	64.4931
36.14	71.0306
36.15	79.9453
36.16	85.7045
36.17	84.737
36.18	77.3811
36.19	65.8848
36.2	51.9866
36.21	37.0506
36.22	23.5956
36.23	15.0783
36.24	13.3118
36.25	16.3284
36.26	19.3894
36.27	18.4096
36.28	12.5
36.29	3.498
36.3	-6.4345
36.31	-16.4729
36.32	-26.7393
36.33	-36.8618
36.34	-45.3015
36.35	-50.2048
36.36	-50.98
36.37	-49.1184
36.38	-47.4038
36.39	-48.0953
36.4	-51.7442
36.41	-57.8004
36.42	-66.2442
36.43	-78.1358
36.44	-94.0967
36.45	-112.389
36.46	-129.1654
36.47	-141.0346
36.48	-147.0463
36.49	-147.6483
36.5	-142.0292
36.51	-127.7194
36.52	-103.7118
36.53	-73.5118
36.54	-43.753
36.55	-19.0317
36.56	1.3906
36.57	20.8981
36.58	39.6276
36.59	52.3381
36.6	53.1148
36.61	42.1053
36.62	26.7882
36.63	16.089
36.64	13.4131
36.65	15.5077
36.66	17.3887
36.67	17.4069
36.68	17.6247
36.69	20.6008
36.7	26.9016
36.71	35.3211
36.72	44.2889
36.73	52.7257
36.74	60.4002
36.75	68.0502
36.76	76.4631
36.77	84.5309
36.78	88.7204
36.79	86.0547
36.8	78.2297
36.81	71.453
36.82	70.5421
36.83	73.2581
36.84	72.0636
36.85	62.386
36.86	48.1873
36.87	37.9054
36.88	34.8763
36.89	33.131
36.9	23.5817
36.91	3.829
36.92	-19.1001
36.93	-35.624
36.94	-42.2861
36.95	-43.453
36.96	-45.5711
36.97	-50.9111
36.98	-56.6365
36.99	-58.4574
37	-54.1803
37.01	-44.3401
37.02	-30.8665
37.03	-15.906
37.04	-1.5336
37.05	10.1551
37.06	17.1573
37.07	18.2283
37.08	14.0394
37.09	7.718
37.1	3.1557
37.11	1.4723
37.12	-0.7933
37.13	-8.5746
37.14	-22.4966
37.15	-37.0883
37.16	-46.0779
37.17	-49.0515
37.18	-50.9609
37.19	-54.4096
37.2	-54.6151
37.21	-44.8263
37.22	-26.7283
37.23	-12.3966
37.24	-13.1106
37.25	-26.4514
37.26	-36.7172
37.27	-29.3265
37.28	-4.1297
37.29	25.964
37.3	48.0413
37.31	59.1121
37.32	64.0384
37.33	67.1959
37.34	68.6801
37.35	67.2422
37.36	63.2055
37.37	57.0032
37.38	47.2956
37.39	33.5141
37.4	19.7459
37.41	12.7885
37.42	14.6642
37.43	19.0189
37.44	17.4438
37.45	8.6658
37.46	-1.3671
37.47	-9.0143
37.48	-19.2819
37.49	-39.6019
37.5	-68.3955
37.51	-93.5873
37.52	-104.0476
37.53	-100.3603
37.54	-92.1825
37.55	-86.4932
37.56	-81.7209
37.57	-73.651
37.58	-63.2254
37.59	-54.9983
37.6	-48.9473
37.61	-37.9379
37.62	-15.4767
37.63	15.8344
37.64	46.2484
37.65	69.1737
37.66	87.225
37.67	106.9111
37.68	128.9268
37.69	145.9396
37.7	150.2481
37.71	142.1982
37.72	130.1796
37.73	122.9235
37.74	122.4067
37.75	123.5192
37.76	119.2008
37.77	105.6453
37.78	84.1411
37.79	59.9813
37.8	40.082
37.81	29.7501
37.82	28.9219
37.83	30.349
37.84	23.1194
37.85	0.919
37.86	-31.6781
37.87	-61.9156
37.88	-79.1832
37.89	-82.9846
37.9	-80.7864
37.91	-79.5807
37.92	-81.6928
37.93	-88.3458
37.94	-103.1989
37.95	-128.4366
37.96	-157.9484
37.97	-178.6248
37.98	-181.2851
37.99	-169.2544
38	-154.0107
38.01	-142.9041
38.02	-133.3786
38.03	-119.0466
38.04	-97.9437
38.05	-72.3611
38.06	-42.8405
38.07	-7.0416
38.08	33.8421
38.09	70.5359
38.1	91.0013
38.11	90.5784
38.12	75.4884
38.13	56.9526
38.14	44.3026
38.15	43.7763
38.16	59.2782
38.17	88.8761
38.18	120.3004
38.19	135.1342
38.2	122.5915
38.21	89.7747
38.22	55.9053
38.23	35.1692
38.24	26.0821
38.25	17.8609
38.26	4.9118
38.27	-7.5344
38.28	-11.6431
38.29	-7.5527
38.3	-3.3341
38.31	-5.217
38.32	-10.6191
38.33	-12.517
38.34	-9.7111
38.35	-10.3461
38.36	-23.7973
38.37	-49.5943
38.38	-75.9411
38.39	-90.1578
38.4	-90.3236
38.41	-85.9942
38.42	-87.6534
38.43	-96.4556
38.44	-104.7239
38.45	-105.2798
38.46	-98.4324
38.47	-89.6081
38.48	-82.2564
38.49	-75.3365
38.5	-67.3345
38.51	-59.7429
38.52	-54.2455
38.53	-47.4036
38.54	-31.2381
38.55	-1.07
38.56	37.8222
38.57	72.9471
38.58	94.5452
38.59	102.4573
38.6	103.2956
38.61	101.99
38.62	97.2671
38.63	85.4853
38.64	67.7963
38.65	51.9516
38.66	45.8324
38.67	49.1189
38.68	52.6711
38.69	47.7853
38.7	36.1145
38.71	28.4606
38.72	31.967
38.73	39.4162
38.74	34.2099
38.75	7.7426
38.76	-29.3757
38.77	-55.5111
38.78	-57.6617
38.79	-41.998
38.8	-25.5544
38.81	-20.182
38.82	-25.8423
38.83	-36.3755
38.84	-46.7065
38.85	-53.3036
38.86	-52.3222
38.87	-42.6907
38.88	-30.917
38.89	-27.7122
38.9	-36.0067
38.91	-43.9379
38.92	-34.1398
38.93	-1.757
38.94	38.8254
38.95	67.2037
38.96	75.988
38.97	74.8296
38.98	76.3628
38.99	81.5258
39	80.7814
39.01	67.9707
39.02	49.5513
39.03	39.1572
39.04	44.7632
39.05	62.2971
39.06	80.2268
39.07	88.1137
39.08	81.1606
39.09	59.918
39.1	28.7809
39.11	-5.2341
39.12	-34.8957
39.13	-56.328
39.14	-70.5157
39.15	-80.4819
39.16	-86.8517
39.17	-86.9489
39.18	-78.4652
39.19	-62.8316
39.2	-43.6705
39.21	-22.4996
39.22	1.6447
39.23	26.8048
39.24	44.0181
39.25	42.4915
39.26	21.2438
39.27	-5.8125
39.28	-19.9572
39.29	-14.8829
39.3	-2.9642
39.31	-2.5666
39.32	-19.0189
39.33	-39.5732
39.34	-47.4959
39.35	-39.1039
39.36	-24.8328
39.37	-14.6457
39.38	-6.4167
39.39	8.6712
39.4	31.4517
39.41	50.498
39.42	54.8568
39.43	48.3524
39.44	46.8157
39.45	60.0212
39.46	79.2465
39.47	85.3707
39.48	68.4723
39.49	37.1318
39.5	8.7506
39.51	-6.1314
39.52	-8.4906
39.53	-3.3043
39.54	7.4765
39.55	23.3267
39.56	40.3818
39.57	52.252
39.58	55.4222
39.59	51.0797
39.6	40.9218
39.61	23.8371
39.62	-0.9127
39.63	-28.4414
39.64	-49.2523
39.65	-56.5899
39.66	-51.522
39.67	-40.3036
39.68	-28.6599
39.69	-20.1122
39.7	-17.7177
39.71	-23.276
39.72	-33.5396
39.73	-40.336
39.74	-37.9911
39.75	-30.5496
39.76	-29.0181
39.77	-40.3196
39.78	-60.3493
39.79	-78.8127
39.8	-89.224
39.81	-92.1529
39.82	-89.7178
39.83	-80.4898
39.84	-61.9145
39.85	-36.0929
39.86	-9.9884
39.87	11.2934
39.88	30.164
39.89	54.0329
39.9	86.908
39.91	123.8195
39.92	153.4772
39.93	166.2841
39.94	160.4156
39.95	141.4992
39.96	117.6063
39.97	94.7988
39.98	76.6452
39.99	66.2237
40	66.346
40.01	76.2824
40.02	88.6374
40.03	91.7784
40.04	78.014
40.05	50.4107
40.06	20.5216
40.07	-2.1362
40.08	-18.7079
40.09	-38.4872
40.1	-67.5091
40.11	-100.357
40.12	-124.1351
40.13	-130.5057
40.14	-123.2702
40.15	-114.197
40.16	-112.1085
40.17	-116.152
40.18	-118.761
40.19	-114.2854
40.2	-104.9441
40.21	-98.9459
40.22	-102.4062
40.23	-112.0824
40.24	-116.165
40.25	-104.0018
40.26	-76.6094
40.27	-47.1073
40.28	-29.055
40.29	-23.7424
40.3	-19.9375
40.31	-6.5942
40.32	15.6768
40.33	37.1689
40.34	51.6067
40.35	62.533
40.36	75.6032
40.37	87.392
40.38	86.4888
40.39	67.0706
40.4	38.3007
40.41	16.8122
40.42	10.0694
40.43	9.9196
40.44	3.6878
40.45	-10.3656
40.46	-20.6203
40.47	-14.3077
40.48	9.668
40.49	39.5932
40.5	60.146
40.51	62.2559
40.52	47.161
40.53	24.5106
40.54	6.324
40.55	-1.024
40.56	-1.862
40.57	-7.5946
40.58	-25.5002
40.59	-50.2762
40.6	-67.8499
40.61	-68.2859
40.62	-54.2752
40.63	-36.747
40.64	-23.785
40.65	-15.3649
40.66	-7.6478
40.67	0.934
40.68	9.4164
40.69	17.9375
40.7	28.3834
40.71	40.7203
40.72	50.6862
40.73	52.8865
40.74	45.9461
40.75	33.7908
40.76	22.3798
40.77	16.2957
40.78	17.8206
40.79	26.4744
40.8	37.3827
40.81	41.5968
40.82	31.9304
40.83	10.7859
40.84	-9.2221
40.85	-15.3912
40.86	-6.7389
40.87	5.5289
40.88	10.1664
40.89	7.2163
40.9	5.639
40.91	10.5691
40.92	15.9174
40.93	11.2645
40.94	-5.5493
40.95	-25.2807
40.96	-36.7783
40.97	-37.4399
40.98	-33.2014
40.99	-29.9881
41	-27.5865
41.01	-21.8716
41.02	-10.8342
41.03	2.9102
41.04	14.4494
41.05	19.7958
41.06	17.243
41.07	7.6875
41.08	-4.9234
41.09	-14.0005
41.1	-12.831
41.11	1.7541
41.12	26.9556
41.13	54.3226
41.14	72.9714
41.15	75.1243
41.16	61.6866
41.17	43.1751
41.18	32.6233
41.19	34.4289
41.2	39.826
41.21	35.6909
41.22	19.4814
41.23	4.2708
41.24	6.6794
41.25	29.4304
41.26	57.4492
41.27	71.9791
41.28	67.1516
41.29	51.5176
41.3	35.2649
41.31	19.7123
41.32	0.392
41.33	-23.1318
41.34	-44.8324
41.35	-59.4807
41.36	-68.1608
41.37	-73.8254
41.38	-74.0443
41.39	-63.7128
41.4	-47.0422
41.41	-42.6951
41.42	-70.4976
41.43	-130.2508
41.44	-196.2328
41.45	-236.6374
41.46	-239.6722
41.47	-219.3827
41.48	-196.0407
41.49	-173.9622
41.5	-141.5014
41.51	-91.5483
41.52	-37.0498
41.53	-2.3734
41.54	0.2986
41.55	-16.8026
41.56	-29.3624
41.57	-23.7675
41.58	-6.0345
41.59	10.4676
41.6	22.3929
41.61	38.9799
41.62	68.223
41.63	103.6901
41.64	127.5637
41.65	127.0631
41.66	107.1148
41.67	86.8131
41.68	84.1014
41.69	103.4704
41.7	135.9215
41.71	167.5984
41.72	187.7289
41.73	191.3792
41.74	179.2253
41.75	156.9967
41.76	133.6728
41.77	117.137
41.78	109.8521
41.79	108.8714
41.8	110.267
41.81	112.8869
41.82	117.4503
41.83	123.2425
41.84	127.5502
41.85	128.4257
41.86	125.9937
41.87	119.5709
41.88	104.9772
41.89	77.9598
41.9	41.7443
41.91	9.1656
41.92	-6.013
41.93	-1.3101
41.94	11.8119
41.95	18.422
41.96	12.8808
41.97	0.7505
41.98	-10.5992
41.99	-20.6908
42	-34.2674
42.01	-52.951
42.02	-71.607
42.03	-83.9582
42.04	-90.0756
42.05	-96.3813
42.06	-108.4931
42.07	-125.7696
42.08	-143.3481
42.09	-157.6472
42.1	-167.7197
42.11	-171.5409
42.12	-163.8
42.13	-139.9994
42.14	-103.0865
42.15	-64.6464
42.16	-38.2062
42.17	-30.6319
42.18	-39.1823
42.19	-55.5796
42.2	-72.1232
42.21	-84.6918
42.22	-91.9397
42.23	-93.4487
42.24	-89.1708
42.25	-79.9731
42.26	-67.6712
42.27	-53.9019
42.28	-39.1727
42.29	-23.8152
42.3	-10.2003
42.31	-2.8958
42.32	-4.6657
42.33	-11.5842
42.34	-13.8373
42.35	-4.021
42.36	14.5503
42.37	29.4267
42.38	30.7355
42.39	21.4464
42.4	15.2279
42.41	24.3317
42.42	50.4514
42.43	86.7211
42.44	125.7162
42.45	163.1672
42.46	194.9939
42.47	214.3144
42.48	213.8368
42.49	191.1083
42.5	150.8635
42.51	103.0058
42.52	58.9767
42.53	28.3187
42.54	15.1852
42.55	16.1064
42.56	22.2569
42.57	26.1827
42.58	27.0303
42.59	28.4545
42.6	31.4414
42.61	30.7775
42.62	19.943
42.63	-1.045
42.64	-24.2832
42.65	-41.1679
42.66	-50.2752
42.67	-57.3928
42.68	-67.9828
42.69	-80.2713
42.7	-85.862
42.71	-76.9304
42.72	-53.3743
42.73	-24.322
42.74	-3.3445
42.75	-0.7946
42.76	-17.9488
42.77	-46.432
42.78	-73.3034
42.79	-88.4178
42.8	-88.9902
42.81	-78.6418
42.82	-62.7602
42.83	-44.5285
42.84	-24.5103
42.85	-3.2989
42.86	15.5849
42.87	25.6404
42.88	21.5413
42.89	5.1986
42.9	-12.1098
42.91	-16.1259
42.92	-1.3169
42.93	22.8543
42.94	39.0802
42.95	37.5818
42.96	24.5373
42.97	14.5395
42.98	15.1994
42.99	20.707
43	20.5335
43.01	11.7629
43.02	0.2132
43.03	-9.4734
43.04	-20.4132
43.05	-37.4121
43.06	-56.6997
43.07	-66.7452
43.08	-61.2978
43.09	-48.6115
43.1	-43.8769
43.11	-52.6816
43.12	-65.4467
43.13	-69.8972
43.14	-66.4015
43.15	-67.5287
43.16	-82.7472
43.17	-107.1038
43.18	-127.034
43.19	-135.3005
43.2	-136.9582
43.21	-140.3772
43.22	-145.3439
43.23	-142.4129
43.24	-123.2956
43.25	-89.7103
43.26	-51.5513
43.27	-18.2576
43.28	6.3009
43.29	21.4868
43.3	25.9503
43.31	18.8743
43.32	4.9275
43.33	-5.0313
43.34	-1.3181
43.35	15.6794
43.36	35.3591
43.37	47.0976
43.38	50.4433
43.39	54.1893
43.4	65.4428
43.41	81.1219
43.42	91.1949
43.43	89.1699
43.44	77.559
43.45	63.2466
43.46	50.0962
43.47	38.0377
43.48	27.8593
43.49	23.031
43.5	24.7025
43.51	26.7271
43.52	19.2408
43.53	-1.0658
43.54	-25.2524
43.55	-38.3838
43.56	-32.199
43.57	-11.9172
43.58	8.4661
43.59	16.6706
43.6	9.0789
43.61	-9.4222
43.62	-29.6818
43.63	-42.6657
43.64	-42.6805
43.65	-29.3353
43.66	-7.3943
43.67	16.0128
43.68	35.2464
43.69	48.2861
43.7	55.8995
43.71	59.303
43.72	58.7831
43.73	54.3525
43.74	47.2837
43.75	40.3097
43.76	35.5459
43.77	32.0753
43.78	26.6554
43.79	18.2588
43.8	11.8679
43.81	15.6862
43.82	32.5166
43.83	54.3369
43.84	68.0088
43.85	68.0703
43.86	62.7471
43.87	65.012
43.88	77.3197
43.89	87.099
43.9	78.8482
43.91	49.8852
43.92	12.6449
43.93	-17.9687
43.94	-37.0322
43.95	-48.7097
43.96	-55.9899
43.97	-55.5869
43.98	-44.2095
43.99	-26.9119
44	-15.4546
44.01	-17.3564
44.02	-28.0579
44.03	-35.1481
44.04	-29.9905
44.05	-14.6171
44.06	2.1713
44.07	14.2471
44.08	23.4026
44.09	35.8967
44.1	54.3101
44.11	72.9064
44.12	81.5519
44.13	75.1629
44.14	59.3499
44.15	45.398
44.16	38.5792
44.17	32.2975
44.18	15.6083
44.19	-13.4057
44.2	-43.7907
44.21	-62.454
44.22	-67.1969
44.23	-67.0229
44.24	-70.5845
44.25	-77.909
44.26	-84.6525
44.27	-90.5387
44.28	-98.8067
44.29	-107.949
44.3	-109.6863
44.31	-98.8626
44.32	-82.6005
44.33	-74.3859
44.34	-78.2715
44.35	-83.1308
44.36	-75.4849
44.37	-55.6206
44.38	-37.0957
44.39	-30.866
44.4	-34.3259
44.41	-37.6625
44.42	-36.6461
44.43	-34.0476
44.44	-29.6654
44.45	-15.6822
44.46	13.8645
44.47	51.8985
44.48	82.0055
44.49	94.2993
44.5	94.3449
44.51	95.0387
44.52	102.9599
44.53	115.3529
44.54	127.0123
44.55	133.8202
44.56	129.2662
44.57	105.2738
44.58	63.3162
44.59	21.9868
44.6	4.608
44.61	15.2838
44.62	32.2957
44.63	31.5437
44.64	15.3493
44.65	11.5442
44.66	41.5443
44.67	93.8881
44.68	133.9441
44.69	137.9388
44.7	112.6509
44.71	82.0491
44.72	61.065
44.73	46.8911
44.74	32.189
44.75	18.9301
44.76	16.1377
44.77	27.8508
44.78	47.7667
44.79	65.2674
44.8	73.4737
44.81	71.0588
44.82	59.765
44.83	43.0291
44.84	25.6497
44.85	11.3304
44.86	-0.4612
44.87	-13.0518
44.88	-26.3089
44.89	-33.2815
44.9	-26.0508
44.91	-6.0081
44.92	13.3995
44.93	16.503
44.94	-0.9464
44.95	-27.8106
44.96	-46.9828
44.97	-48.848
44.98	-36.8662
44.99	-22.2693
45	-14.625
45.01	-16.6235
45.02	-25.7568
45.03	-39.3796
45.04	-57.7495
45.05	-82.2474
45.06	-110.6692
45.07	-134.8417
45.08	-144.5097
45.09	-135.4016
45.1	-114.0017
45.11	-93.3872
45.12	-83.0744
45.13	-82.2588
45.14	-82.5593
45.15	-76.7489
45.16	-64.7345
45.17	-52.2855
45.18	-45.5107
45.19	-46.3768
45.2	-51.4869
45.21	-53.7903
45.22	-46.9291
45.23	-30.8541
45.24	-14.1146
45.25	-8.4061
45.26	-18.1245
45.27	-34.9717
45.28	-44.5348
45.29	-39.2145
45.3	-24.1885
45.31	-10.5821
45.32	-4.4762
45.33	-4.1515
45.34	-6.5556
45.35	-12.3978
45.36	-22.5974
45.37	-32.0488
45.38	-31.3896
45.39	-16.7008
45.4	4.8114
45.41	21.5175
45.42	29.5281
45.43	36.0619
45.44	50.1412
45.45	71.8045
45.46	92.0315
45.47	102.1248
45.48	100.8703
45.49	92.5388
45.5	80.8156
45.51	67.1856
45.52	54.3256
45.53	47.7899
45.54	52.227
45.55	66.3516
45.56	82.7254
45.57	92.4257
45.58	89.7088
45.59	73.782
45.6	49.2118
45.61	26.1818
45.62	18.0873
45.63	34.3273
45.64	72.3833
45.65	117.346
45.66	151.6235
45.67	166.9615
45.68	167.2813
45.69	159.6562
45.7	143.4065
45.71	109.9917
45.72	55.2719
45.73	-8.3765
45.74	-54.7244
45.75	-62.2175
45.76	-32.6861
45.77	8.0566
45.78	30.0342
45.79	21.924
45.8	-3.7106
45.81	-25.9355
45.82	-34.8297
45.83	-36.1628
45.84	-40.1301
45.85	-49.1689
45.86	-57.7033
45.87	-60.9053
45.88	-59.9222
45.89	-57.8002
45.9	-53.3014
45.91	-42.2587
45.92	-25.521
45.93	-12.7538
45.94	-15.09
45.95	-33.0099
45.96	-53.0538
45.97	-58.7499
45.98	-45.7564
45.99	-25.7297
46	-14.6591
46.01	-17.7995
46.02	-26.9339
46.03	-32.1219
46.04	-34.1807
46.05	-43.8497
46.06	-69.2007
46.07	-106.0663
46.08	-141.6761
46.09	-165.5972
46.1	-174.724
46.11	-169.0008
46.12	-147.5894
46.13	-113.217
46.14	-78.2065
46.15	-59.8462
46.16	-65.6107
46.17	-84.3926
46.18	-96.0764
46.19	-90.5953
46.2	-75.3205
46.21	-63.0461
46.22	-56.0883
46.23	-45.8827
46.24	-27.1517
46.25	-7.3895
46.26	0.7596
46.27	-5.711
46.28	-16.9735
46.29	-22.2419
46.3	-21.3711
46.31	-22.2435
46.32	-28.4553
46.33	-33.181
46.34	-26.1261
46.35	-4.2337
46.36	26.2392
46.37	56.5887
46.38	81.4131
46.39	97.1009
46.4	98.2715
46.41	80.3928
46.42	47.4688
46.43	14.5312
46.44	-1.4956
46.45	4.5234
46.46	21.8849
46.47	34.8421
46.48	37.5079
46.49	37.3391
46.5	44.041
46.51	56.5959
46.52	62.6567
46.53	50.6069
46.54	21.4828
46.55	-10.3799
46.56	-26.8836
46.57	-16.9541
46.58	17.6523
46.59	62.1834
46.6	94.2879
46.61	95.3685
46.62	63.3823
46.63	16.5144
46.64	-18.8277
46.65	-27.7409
46.66	-16.8086
46.67	-5.2321
46.68	-6.5214
46.69	-18.4153
46.7	-28.3777
46.71	-26.1386
46.72	-10.6122
46.73	12.4629
46.74	36.4599
46.75	57.2792
46.76	73.3001
46.77	83.8429
46.78	87.5386
46.79	81.762
46.8	64.8928
46.81	41.0415
46.82	22.1659
46.83	22.0251
46.84	44.3667
46.85	76.7273
46.86	98.6951
46.87	98.7971
46.88	83.2022
46.89	66.8246
46.9	56.7087
46.91	46.3383
46.92	26.4615
46.93	-1.5979
46.94	-26.3979
46.95	-39.1412
46.96	-42.1131
46.97	-42.6609
46.98	-41.9138
46.99	-34.2814
47	-19.073
47.01	-8.4587
47.02	-19.0405
47.03	-54.4198
47.04	-98.3322
47.05	-126.8743
47.06	-127.3991
47.07	-105.4701
47.08	-75.6841
47.09	-48.7841
47.1	-27.7878
47.11	-12.7333
47.12	-4.6886
47.13	-4.0608
47.14	-7.4534
47.15	-8.8662
47.16	-4.5158
47.17	4.1962
47.18	12.4021
47.19	15.7513
47.2	13.0699
47.21	6.6614
47.22	0.8439
47.23	-0.8618
47.24	1.3311
47.25	3.2508
47.26	0.5815
47.27	-6.7815
47.28	-15.1357
47.29	-22.063
47.3	-29.6206
47.31	-40.7763
47.32	-53.2876
47.33	-59.7284
47.34	-55.2469
47.35	-44.278
47.36	-37.4846
47.37	-41.3741
47.38	-51.6433
47.39	-56.9483
47.4	-48.3586
47.41	-25.007
47.42	7.5214
47.43	41.7843
47.44	71.2998
47.45	91.619
47.46	101.8654
47.47	106.2423
47.48	112.6796
47.49	128.0118
47.5	153.0998
47.51	181.88
47.52	204.8716
47.53	214.3327
47.54	207.9271
47.55	189.2769
47.56	165.0897
47.57	139.9676
47.58	112.3323
47.59	76.0142
47.6	28.5017
47.61	-20.3638
47.62	-49.0426
47.63	-37.6262
47.64	15.56
47.65	89.392
47.66	153.2246
47.67	186.7636
47.68	188.8573
47.69	169.5711
47.7	137.1698
47.71	94.4318
47.72	44.8866
47.73	-2.7628
47.74	-39.4269
47.75	-63.1692
47.76	-78.97
47.77	-90.9965
47.78	-97.9028
47.79	-97.1419
47.8	-91.5654
47.81	-88.4417
47.82	-91.5056
47.83	-96.1572
47.84	-93.9583
47.85	-81.258
47.86	-62.9613
47.87	-49.1689
47.88	-49.1345
47.89	-66.3263
47.9	-95.294
47.91	-122.0181
47.92	-130.8576
47.93	-116.064
47.94	-87.9571
47.95	-65.6576
47.96	-61.8568
47.97	-74.9986
47.98	-96.2254
47.99	-120.7885
48	-149.0005
48.01	-177.0974
48.02	-193.3682
48.03	-188.3712
48.04	-167.6686
48.05	-149.1997
48.06	-145.5643
48.07	-151.2649
48.08	-149.912
48.09	-132.2923
48.1	-103.9146
48.11	-75.3439
48.12	-50.1673
48.13	-25.9349
48.14	-4.0453
48.15	7.6516
48.16	4.7979
48.17	-4.2006
48.18	-3.5613
48.19	14.0607
48.2	39.2554
48.21	54.8449
48.22	52.3513
48.23	38.5902
48.24	27.1344
48.25	25.4437
48.26	30.6183
48.27	35.4098
48.28	36.145
48.29	35.2743
48.3	38.5961
48.31	51.0296
48.32	73.1502
48.33	99.137
48.34	118.0936
48.35	120.5556
48.36	106.7933
48.37	88.5423
48.38	79.8327
48.39	84.3885
48.4	93.0091
48.41	94.7232
48.42	89.6208
48.43	88.6888
48.44	101.3305
48.45	125.9986
48.46	154.565
48.47	182.8305
48.48	212.0377
48.49	239.3412
48.5	251.1656
48.51	230.7323
48.52	173.3865
48.53	93.6854
48.54	17.5996
48.55	-32.0839
48.56	-46.2633
48.57	-32.369
48.58	-10.3303
48.59	-1.553
48.6	-14.2139
48.61	-36.4184
48.62	-47.3599
48.63	-38.9976
48.64	-25.4614
48.65	-27.555
48.66	-48.4299
48.67	-69.201
48.68	-71.1953
48.69	-59.3947
48.7	-59.2237
48.71	-90.1293
48.72	-146.3219
48.73	-205.0642
48.74	-249.6135
48.75	-278.8011
48.76	-295.1544
48.77	-291.2754
48.78	-254.7301
48.79	-185.8681
48.8	-104.7714
48.81	-36.2311
48.82	10.8428
48.83	45.4687
48.84	76.0623
48.85	94.3762
48.86	82.4164
48.87	35.3568
48.88	-26.2475
48.89	-70.1322
48.9	-78.0294
48.91	-56.9842
48.92	-27.3136
48.93	-3.5529
48.94	11.6813
48.95	20.2228
48.96	22.2549
48.97	19.9283
48.98	22.2075
48.99	39.8813
49	74.5448
49.01	115.8529
49.02	151.6125
49.03	177.9672
49.04	196.3247
49.05	201.8709
49.06	181.2505
49.07	125.9634
49.08	46.5715
49.09	-30.6083
49.1	-82.4303
49.11	-103.3084
49.12	-101.8156
49.13	-88.2214
49.14	-69.4215
49.15	-52.7844
49.16	-46.2546
49.17	-49.797
49.18	-50.928
49.19	-36.3338
49.2	-9.7605
49.21	6.7408
