T(sec)	Sa(cm/s2)
49.71	19.9253
49.72	-0.0875
49.73	-15.2624
49.74	-28.3658
49.75	-35.967
49.76	-30.5955
49.77	-10.7133
49.78	14.8424
49.79	33.6611
49.8	40.0234
49.81	37.6865
49.82	33.6174
49.83	30.8605
49.84	28.0413
49.85	24.2981
49.86	22.6534
49.87	27.8164
49.88	41.1543
49.89	57.9747
49.9	69.234
49.91	66.4537
49.92	47.7939
49.93	22.4211
49.94	8.5417
49.95	22.3692
49.96	63.6718
49.97	110.9322
49.98	134.1104
49.99	116.6121
50	67.1932
50.01	11.1395
50.02	-29.6252
50.03	-48.1905
50.04	-48.1677
50.05	-33.3055
50.06	-5.1147
50.07	30.8356
50.08	61.4092
50.09	72.8174
50.1	61.805
50.11	38.784
50.12	19.0369
50.13	10.5204
50.14	9.3644
50.15	5.5994
50.16	-7.6454
50.17	-29.4394
50.18	-52.985
50.19	-70.6043
50.2	-77.3488
50.21	-71.8452
50.22	-55.8717
50.23	-34.163
50.24	-13.8723
50.25	-2.1619
50.26	-2.3757
50.27	-11.9494
50.28	-24.616
50.29	-35.2385
50.3	-42.6239
50.31	-48.0725
50.32	-52.4787
50.33	-55.87
50.34	-58.9261
50.35	-62.6647
50.36	-65.53
50.37	-62.493
50.38	-49.7462
50.39	-30.6788
50.4	-14.6267
50.41	-7.3697
50.42	-3.9911
50.43	5.4135
50.44	21.7917
50.45	32.3354
50.46	24.2311
50.47	3.4785
50.48	-5.0398
50.49	18.5977
50.5	65.4652
50.51	101.8543
50.52	99.7712
50.53	61.8241
50.54	13.9374
50.55	-23.9885
50.56	-54.7659
50.57	-90.3134
50.58	-127.6219
50.59	-145.966
50.6	-129.3909
50.61	-86.7066
50.62	-44.7151
50.63	-23.5091
50.64	-23.0994
50.65	-33.7042
50.66	-51.4173
50.67	-76.8992
50.68	-101.4311
50.69	-105.0068
50.7	-75.9057
50.71	-29.2124
50.72	3.0299
50.73	4.2393
50.74	-8.3857
50.75	-3.4026
50.76	28.2731
50.77	62.5564
50.78	70.6111
50.79	53.2979
50.8	41.1144
50.81	59.9379
50.82	102.3597
50.83	135.9925
50.84	136.5299
50.85	107.8646
50.86	71.4432
50.87	43.3561
50.88	26.1486
50.89	18.2518
50.9	22.2809
50.91	40.2262
50.92	64.825
50.93	81.8573
50.94	82.3662
50.95	70.1702
50.96	56.3785
50.97	48.5935
50.98	46.6786
50.99	46.4285
51	43.6937
51.01	35.1823
51.02	19.5977
51.03	1.3521
51.04	-8.2688
51.05	2.1967
51.06	34.0686
51.07	75.3072
51.08	108.4887
51.09	121.9347
51.1	113.6158
51.11	87.2578
51.12	48.6012
51.13	6.2756
51.14	-27.587
51.15	-43.0166
51.16	-40.7675
51.17	-33.4084
51.18	-34.9689
51.19	-48.6063
51.2	-65.4749
51.21	-76.0409
51.22	-80.8652
51.23	-88.583
51.24	-104.1417
51.25	-122.0266
51.26	-132.8574
51.27	-134.9818
51.28	-136.3156
51.29	-143.8551
51.3	-153.8477
51.31	-154.8468
51.32	-139.718
51.33	-111.8195
51.34	-78.8076
51.35	-43.7805
51.36	-6.2359
51.37	28.9476
51.38	48.4338
51.39	40.583
51.4	8.8112
51.41	-27.6568
51.42	-47.9219
51.43	-44.455
51.44	-25.3877
51.45	-5.2491
51.46	4.4113
51.47	-1.8119
51.48	-22.4238
51.49	-46.9681
51.5	-57.4771
51.51	-39.3145
51.52	4.8757
51.53	54.0251
51.54	86.1273
51.55	98.2836
51.56	106.9156
51.57	126.7621
51.58	152.5163
51.59	164.7005
51.6	152.5387
51.61	126.1455
51.62	103.8859
51.63	91.3128
51.64	77.5088
51.65	52.0626
51.66	20.5789
51.67	-0.3564
51.68	-2.0115
51.69	6.5677
51.7	8.411
51.71	-4.0259
51.72	-23.1676
51.73	-36.4892
51.74	-39.4569
51.75	-37.4581
51.76	-36.9175
51.77	-37.2325
51.78	-32.3961
51.79	-19.3057
51.8	-2.7751
51.81	7.9373
51.82	6.4393
51.83	-7.568
51.84	-30.9215
51.85	-60.2535
51.86	-91.5198
51.87	-118.1097
51.88	-132.4771
51.89	-130.8968
51.9	-115.3486
51.91	-89.4997
51.92	-54.2078
51.93	-9.8017
51.94	36.7701
51.95	70.6443
51.96	79.3517
51.97	65.4426
51.98	46.0149
51.99	36.8779
52	37.4811
52.01	33.3696
52.02	13.303
52.03	-18.5087
52.04	-47.8746
52.05	-65.1577
52.06	-71.0751
52.07	-69.5496
52.08	-60.483
52.09	-43.0954
52.1	-23.2129
52.11	-10.7125
52.12	-7.3559
52.13	-1.3848
52.14	20.4843
52.15	55.7124
52.16	85.1197
52.17	91.8758
52.18	78.2791
52.19	59.5409
52.2	42.3431
52.21	16.2683
52.22	-29.1438
52.23	-82.4399
52.24	-113.2578
52.25	-101.2885
52.26	-59.4159
52.27	-23.1649
52.28	-16.0357
52.29	-27.7495
52.3	-28.1877
52.31	-0.7516
52.32	40.761
52.33	67.7023
52.34	65.4154
52.35	44.7676
52.36	27.5318
52.37	24.8317
52.38	31.5568
52.39	38.2509
52.4	42.5001
52.41	46.2404
52.42	45.8606
52.43	31.9102
52.44	2.0915
52.45	-28.3156
52.46	-34.9403
52.47	-6.8456
52.48	40.2634
52.49	76.2508
52.5	83.572
52.51	71.729
52.52	64.3262
52.53	72.8067
52.54	84.9174
52.55	79.7398
52.56	52.3439
52.57	20.9666
52.58	8.8388
52.59	20.141
52.6	35.4231
52.61	30.6968
52.62	0.1714
52.63	-39.0319
52.64	-61.6677
52.65	-52.1606
52.66	-11.1136
52.67	48.7725
52.68	108.7538
52.69	148.9146
52.7	154.994
52.71	126.4907
52.72	78.1595
52.73	30.1884
52.74	-5.1622
52.75	-27.3832
52.76	-39.9163
52.77	-42.7628
52.78	-35.6875
52.79	-25.983
52.8	-26.3892
52.81	-41.4515
52.82	-58.6465
52.83	-58.4182
52.84	-34.4883
52.85	-0.9444
52.86	23.1567
52.87	33.5037
52.88	40.6185
52.89	50.9382
52.9	53.9136
52.91	32.9187
52.92	-12.5393
52.93	-60.8565
52.94	-86.8036
52.95	-83.3877
52.96	-63.371
52.97	-42.4801
52.98	-26.8333
52.99	-17.4076
53	-19.7503
53.01	-41.2496
53.02	-78.0985
53.03	-111.4557
53.04	-122.403
53.05	-110.3219
53.06	-92.4839
53.07	-84.2335
53.08	-82.5462
53.09	-71.7164
53.1	-43.5894
53.11	-8.3749
53.12	15.5617
53.13	19.8868
53.14	12.0039
53.15	4.2927
53.16	1.5699
53.17	0.5734
53.18	-1.4815
53.19	-2.806
53.2	-3.0635
53.21	-10.2545
53.22	-36.7108
53.23	-85.6806
53.24	-142.7335
53.25	-182.9104
53.26	-188.4703
53.27	-160.863
53.28	-116.1139
53.29	-69.0591
53.3	-22.1393
53.31	31.1895
53.32	93.5892
53.33	155.7807
53.34	201.5614
53.35	219.9906
53.36	211.8969
53.37	185.251
53.38	146.6326
53.39	99.3501
53.4	49.3451
53.41	9.4047
53.42	-6.6587
53.43	3.8653
53.44	27.0498
53.45	41.2457
53.46	33.5611
53.47	8.5685
53.48	-18.4768
53.49	-36.0036
53.5	-43.6633
53.51	-47.6158
53.52	-51.3439
53.53	-52.3849
53.54	-46.5276
53.55	-32.804
53.56	-13.8275
53.57	7.2942
53.58	29.0532
53.59	50.7128
53.6	70.0375
53.61	81.9508
53.62	79.8556
53.63	60.1617
53.64	27.7584
53.65	-3.0741
53.66	-16.3991
53.67	-7.0202
53.68	13.693
53.69	26.0313
53.7	18.0146
53.71	-5.978
53.72	-32.1096
53.73	-51.0871
53.74	-63.9703
53.75	-75.3814
53.76	-84.8235
53.77	-87.5923
53.78	-82.9899
53.79	-77.4809
53.8	-77.1909
53.81	-78.844
53.82	-71.6023
53.83	-49.3878
53.84	-19.8524
53.85	1.1024
53.86	4.2054
53.87	-4.7894
53.88	-12.1107
53.89	-10.3678
53.9	-4.3924
53.91	-2.4649
53.92	-3.718
53.93	2.5784
53.94	23.5477
53.95	50.3282
53.96	63.2665
53.97	52.14
53.98	29.6344
53.99	20.4625
54	34.8963
54.01	55.3992
54.02	53.4151
54.03	20.2937
54.04	-21.026
54.05	-37.1087
54.06	-15.7908
54.07	24.3975
54.08	54.5865
54.09	61.5329
54.1	52.8016
54.11	40.9184
54.12	28.1305
54.13	7.9746
54.14	-21.7846
54.15	-51.4659
54.16	-64.9671
54.17	-51.7708
54.18	-14.2913
54.19	34.0986
54.2	77.0568
54.21	103.1428
54.22	109.3493
54.23	99.8094
54.24	82.1996
54.25	64.5484
54.26	52.775
54.27	48.0345
54.28	45.2977
54.29	36.6908
54.3	19.3359
54.31	0.3835
54.32	-8.1085
54.33	-1.2845
54.34	12.1816
54.35	17.5189
54.36	7.5466
54.37	-12.343
54.38	-32.3382
54.39	-48.3236
54.4	-61.8946
54.41	-72.6571
54.42	-75.4518
54.43	-67.4542
54.44	-55.1127
54.45	-49.5046
54.46	-53.8303
54.47	-58.6152
54.48	-52.0837
54.49	-34.2673
54.5	-17.8008
54.51	-13.9509
54.52	-20.0779
54.53	-22.4871
54.54	-9.8558
54.55	18.8176
54.56	58.2546
54.57	103.3886
54.58	148.0286
54.59	179.7582
54.6	183.1812
54.61	152.8302
54.62	101.6279
54.63	52.7649
54.64	21.6364
54.65	6.6192
54.66	-2.7362
54.67	-11.4377
54.68	-15.2809
54.69	-9.702
54.7	1.6025
54.71	9.0354
54.72	6.8834
54.73	-1.2566
54.74	-7.179
54.75	-7.3601
54.76	-7.0307
54.77	-14.654
54.78	-31.5406
54.79	-46.7619
54.8	-44.4239
54.81	-19.0477
54.82	15.8022
54.83	37.3714
54.84	35.287
54.85	22.3704
54.86	20.3317
54.87	33.7262
54.88	41.9123
54.89	20.9485
54.9	-27.4456
54.91	-73.4455
54.92	-87.9464
54.93	-71.409
54.94	-51.1832
54.95	-51.8229
54.96	-72.2419
54.97	-92.4278
54.98	-97.1093
54.99	-87.9026
55	-74.762
55.01	-63.3291
55.02	-54.521
55.03	-51.6471
55.04	-60.0982
55.05	-78.2159
55.06	-93.6394
55.07	-93.4726
55.08	-77.0864
55.09	-55.2868
55.1	-37.0304
55.11	-21.2813
55.12	-4.2569
55.13	9.0994
55.14	6.9098
55.15	-14.8651
55.16	-43.3225
55.17	-58.1413
55.18	-49.8418
55.19	-26.1447
55.2	-0.5425
55.21	21.7159
55.22	43.7981
55.23	65.8561
55.24	78.4291
55.25	70.0563
55.26	40.6242
55.27	5.4027
55.28	-14.5802
55.29	-6.5232
55.3	27.216
55.31	72.3609
55.32	111.3901
55.33	131.4883
55.34	128.3317
55.35	105.3813
55.36	70.7345
55.37	34.3468
55.38	6.4626
55.39	-4.6285
55.4	3.4702
55.41	24.9281
55.42	49.3516
55.43	69.7391
55.44	86.5899
55.45	103.3547
55.46	119.272
55.47	129.6288
55.48	133.4626
55.49	137.1767
55.5	146.3586
55.51	154.2289
55.52	142.2608
55.53	95.4005
55.54	16.7579
55.55	-72.8536
55.56	-147.7227
55.57	-188.3665
55.58	-184.8101
55.59	-138.3737
55.6	-66.1134
55.61	0.2396
55.62	29.6508
55.63	13.5958
55.64	-26.4461
55.65	-55.9894
55.66	-54.8592
55.67	-30.3746
55.68	-6.7653
55.69	-3.4384
55.7	-21.5664
55.71	-47.2112
55.72	-64.6712
55.73	-68.2617
55.74	-64.5772
55.75	-64.9548
55.76	-74.851
55.77	-89.1785
55.78	-97.48
55.79	-93.5288
55.8	-79.8741
55.81	-63.8786
55.82	-50.9219
55.83	-41.8047
55.84	-34.5451
55.85	-25.906
55.86	-11.337
55.87	12.9935
55.88	44.8043
55.89	72.8594
55.9	83.1451
55.91	70.9673
55.92	47.1491
55.93	30.4558
55.94	31.9668
55.95	45.5581
55.96	53.0617
55.97	39.3794
55.98	4.8688
55.99	-34.4679
56	-58.5136
56.01	-57.1707
56.02	-36.2045
56.03	-10.2823
56.04	10.5943
56.05	28.6566
56.06	52.5186
56.07	84.0903
56.08	112.75
56.09	123.9575
56.1	113.2346
56.11	89.7986
56.12	65.9165
56.13	44.8948
56.14	21.724
56.15	-6.1099
56.16	-33.1956
56.17	-53.717
56.18	-70.6657
56.19	-91.8234
56.2	-115.8075
56.21	-127.5663
56.22	-113.0008
56.23	-77.241
56.24	-43.695
56.25	-33.1265
56.26	-46.2697
56.27	-68.4321
56.28	-86.9708
56.29	-98.7307
56.3	-101.5454
56.31	-86.9315
56.32	-48.2476
56.33	5.367
56.34	49.8359
56.35	64.3437
56.36	46.9642
56.37	11.2923
56.38	-28.1704
56.39	-62.3885
56.4	-81.922
56.41	-74.1121
56.42	-33.6624
56.43	25.3424
56.44	75.1405
56.45	96.4964
56.46	94.0667
56.47	87.5932
56.48	89.3822
56.49	93.5972
56.5	87.3705
56.51	68.1158
56.52	46.6549
56.53	34.7415
56.54	33.0718
56.55	32.4741
56.56	24.6197
56.57	9.9361
56.58	-3.5815
56.59	-7.0452
56.6	3.5704
56.61	25.5425
56.62	51.2447
56.63	72.6237
56.64	85.9062
56.65	92.8698
56.66	97.2134
56.67	99.7082
56.68	97.8081
56.69	90.5049
56.7	82.4802
56.71	81.5518
56.72	90.9396
56.73	104.417
56.74	110.0544
56.75	99.4823
56.76	74.149
56.77	43.4974
56.78	17.8205
56.79	2.3818
56.8	-3.4823
56.81	-3.5472
56.82	-1.372
56.83	1.633
56.84	6.3781
56.85	14.6297
56.86	26.6273
56.87	39.5774
56.88	48.6765
56.89	50.1332
56.9	43.5627
56.91	31.7221
56.92	18.1548
56.93	4.868
56.94	-8.5178
56.95	-23.9106
56.96	-42.4115
56.97	-61.6079
56.98	-75.2273
56.99	-77.3351
57	-68.4874
57.01	-56.8064
57.02	-50.3628
57.03	-47.7392
57.04	-38.8896
57.05	-18.5949
57.06	1.6315
57.07	-0.2809
57.08	-35.1288
57.09	-87.8557
57.1	-128.8074
57.11	-141.2262
57.12	-135.2084
57.13	-132.2352
57.14	-138.4362
57.15	-138.5068
57.16	-117.4737
57.17	-83.1232
57.18	-60.2348
57.19	-62.1438
57.2	-73.8851
57.21	-68.3186
57.22	-37.1206
57.23	-0.4818
57.24	15.2438
57.25	5.1124
57.26	-12.8733
57.27	-21.0937
57.28	-20.9181
57.29	-26.0366
57.3	-42.2349
57.31	-59.7071
57.32	-65.1525
57.33	-55.9275
57.34	-39.1401
57.35	-20.5555
57.36	-0.3764
57.37	19.6405
57.38	30.9942
57.39	25.9106
57.4	9.2387
57.41	-2.1941
57.42	4.5795
57.43	24.3002
57.44	37.0735
57.45	26.95
57.46	-3.1205
57.47	-33.8382
57.48	-45.8442
57.49	-34.5289
57.5	-11.6343
57.51	6.0757
57.52	11.016
57.53	10.1046
57.54	16.4472
57.55	34.2987
57.56	51.5694
57.57	48.5946
57.58	16.1564
57.59	-34.5934
57.6	-80.1217
57.61	-101.9364
57.62	-96.4506
57.63	-70.7653
57.64	-33.4523
57.65	8.7299
57.66	48.6254
57.67	78.5949
57.68	94.2116
57.69	95.527
57.7	83.0988
57.71	55.2708
57.72	12.725
57.73	-35.0162
57.74	-71.9214
57.75	-86.9735
57.76	-82.1838
57.77	-67.6136
57.78	-50.2946
57.79	-31.259
57.8	-12.7744
57.81	-3.1263
57.82	-9.8373
57.83	-29.4343
57.84	-48.4997
57.85	-56.625
57.86	-55.7316
57.87	-54.2894
57.88	-54.4293
57.89	-49.1269
57.9	-33.2855
57.91	-14.105
57.92	-6.5137
57.93	-18.0133
57.94	-40.3457
57.95	-56.9739
57.96	-56.9408
57.97	-40.2786
57.98	-12.916
57.99	18.3203
58	44.0896
58.01	51.3155
58.02	31.3051
58.03	-8.3761
58.04	-44.5915
58.05	-56.6532
58.06	-44.1417
58.07	-23.9642
58.08	-10.0836
58.09	-1.0215
58.1	10.2448
58.11	19.9584
58.12	16.0765
58.13	-1.9331
58.14	-14.6375
58.15	-2.0324
58.16	31.0708
58.17	57.8574
58.18	60.4494
58.19	51.0196
58.2	55.2466
58.21	78.0139
58.22	95.0279
58.23	81.8681
58.24	44.646
58.25	14.4827
58.26	13.1495
58.27	31.582
58.28	44.8643
58.29	42.4645
58.3	37.369
58.31	47.1421
58.32	73.2651
58.33	102.2611
58.34	122.2145
58.35	131.8366
58.36	133.8795
58.37	126.62
58.38	106.8373
58.39	78.6275
58.4	52.9022
58.41	35.7916
58.42	21.2698
58.43	-0.5253
58.44	-28.6816
58.45	-50.0048
58.46	-54.3096
58.47	-48.0116
58.48	-47.9559
58.49	-61.4174
58.5	-76.0253
58.51	-72.1595
58.52	-43.5866
58.53	-2.7558
58.54	33.6513
58.55	59.886
58.56	78.9934
58.57	88.594
58.58	75.854
58.59	31.6505
58.6	-31.2643
58.61	-79.8205
58.62	-85.7391
58.63	-50.9261
58.64	-6.4158
58.65	15.8758
58.66	10.8763
58.67	0.1196
58.68	5.6669
58.69	27.0549
58.7	44.7122
58.71	42.7699
58.72	24.209
58.73	3.8104
58.74	-8.1799
58.75	-10.7371
58.76	-3.3255
58.77	19.1338
58.78	57.3372
58.79	96.8031
58.8	113.4824
58.81	94.2313
58.82	50.3696
58.83	8.8029
58.84	-9.6549
58.85	-2.5794
58.86	19.4664
58.87	44.4049
58.88	63.4569
58.89	70.8675
58.9	66.4006
58.91	58.7318
58.92	60.2224
58.93	73.347
58.94	83.8474
58.95	72.0183
58.96	32.3561
58.97	-19.7414
58.98	-61.0913
58.99	-78.2465
59	-72.2941
59.01	-52.2998
59.02	-30.2472
59.03	-20.4779
59.04	-34.1913
59.05	-66.9403
59.06	-94.6383
59.07	-91.5748
59.08	-57.4466
59.09	-22.6005
59.1	-20.1498
59.11	-52.0548
59.12	-86.7289
59.13	-92.0496
59.14	-67.7943
59.15	-42.5888
59.16	-41.0665
59.17	-59.2059
59.18	-73.4901
59.19	-69.7747
59.2	-57.5762
59.21	-55.505
59.22	-67.1989
59.23	-75.697
59.24	-61.3183
59.25	-22.3639
59.26	22.9799
59.27	53.7285
59.28	63.5548
59.29	62.0594
59.3	61.013
59.31	60.8909
59.32	50.8907
59.33	21.2947
59.34	-24.8177
59.35	-71.9285
59.36	-103.3805
59.37	-112.0009
59.38	-100.5772
59.39	-74.4536
59.4	-36.4584
59.41	10.1342
59.42	55.7994
59.43	85.3203
59.44	86.6321
59.45	60.2914
59.46	20.7737
59.47	-11.7563
59.48	-23.0104
59.49	-11.8769
59.5	10.4375
59.51	28.2994
59.52	31.4378
59.53	20.1959
59.54	3.0166
59.55	-10.7357
59.56	-15.8392
59.57	-10.6756
59.58	5.5977
59.59	32.6594
59.6	65.1541
59.61	91.2447
59.62	98.4296
59.63	83.4294
59.64	56.773
59.65	36.0473
59.66	32.3072
59.67	41.5086
59.68	49.015
59.69	43.13
59.7	24.9036
59.71	5.1909
59.72	-7.0972
59.73	-12.6287
59.74	-17.0725
59.75	-20.2826
59.76	-13.1755
59.77	11.8194
59.78	47.2946
59.79	71.1973
59.8	64.6216
59.81	30.695
59.82	-5.9905
59.83	-21.0076
59.84	-11.4652
59.85	4.8566
59.86	10.4635
59.87	4.9619
59.88	-0.4279
59.89	-1.3031
59.9	-6.5673
59.91	-24.2085
59.92	-45.4445
59.93	-49.9648
59.94	-28.3736
59.95	5.4913
59.96	28.706
59.97	33.194
59.98	29.8471
59.99	28.2994
60	19.67
60.01	-13.3533
60.02	-70.1863
60.03	-123.8724
60.04	-144.381
60.05	-128.2934
60.06	-100.3995
60.07	-85.9153
60.08	-86.4474
60.09	-86.0993
60.1	-75.9157
60.11	-63.911
60.12	-59.5493
60.13	-56.1703
60.14	-37.2135
60.15	0.1779
60.16	34.8016
60.17	39.4182
60.18	7.2034
60.19	-43.1896
60.2	-87.1393
60.21	-113.318
60.22	-122.8602
60.23	-116.5797
60.24	-91.4019
60.25	-50.406
60.26	-9.7773
60.27	10.4719
60.28	2.9771
60.29	-22.4878
60.3	-50.6724
60.31	-73.3765
60.32	-88.9573
60.33	-93.6923
60.34	-80.1015
60.35	-46.0274
60.36	-1.8473
60.37	35.5973
60.38	56.4904
60.39	63.1219
60.4	61.6406
60.41	52.7753
60.42	34.19
60.43	10.2574
60.44	-6.003
60.45	-3.8634
60.46	14.0658
60.47	34.4776
60.48	46.056
60.49	46.4462
60.5	37.3169
60.51	18.4764
60.52	-8.2099
60.53	-31.6881
60.54	-36.2687
60.55	-17.4476
60.56	10.2089
60.57	26.2573
60.58	25.5032
60.59	21.8339
60.6	29.6839
60.61	45.751
60.62	53.0116
60.63	40.9389
60.64	16.5098
60.65	-5.9463
60.66	-20.836
60.67	-32.6826
60.68	-43.6901
60.69	-46.8657
60.7	-35.2086
60.71	-14.2213
60.72	0.7907
60.73	1.2721
60.74	-4.7962
60.75	-3.0769
60.76	9.0506
60.77	18.9969
60.78	14.2286
60.79	-2.9161
60.8	-18.4201
60.81	-21.6841
60.82	-12.5598
60.83	6.0408
60.84	35.2558
60.85	73.8148
60.86	106.9793
60.87	111.2132
60.88	76.7084
60.89	23.7118
60.9	-10.1464
60.91	-2.9759
60.92	31.4979
60.93	58.67
60.94	56.8443
60.95	35.2581
60.96	20.7977
60.97	31.3118
60.98	62.9496
60.99	98.3531
61	120.7308
61.01	120.2126
61.02	94.5192
61.03	51.2386
61.04	9.0853
61.05	-10.5039
61.06	0.3835
61.07	27.3844
61.08	44.0143
61.09	32.8137
61.1	-2.1164
61.11	-41.0644
61.12	-64.3979
61.13	-63.0144
61.14	-38.3797
61.15	2.0203
61.16	47.5989
61.17	86.0429
61.18	106.1385
61.19	102.3043
61.2	77.9111
61.21	44.3946
61.22	15.4134
61.23	-1.3459
61.24	-8.8039
61.25	-16.1545
61.26	-27.5773
61.27	-35.0317
61.28	-25.0899
61.29	4.5446
61.3	36.5709
61.31	46.1564
61.32	24.1235
61.33	-12.8362
61.34	-37.3815
61.35	-37.3298
61.36	-25.1446
61.37	-22.2555
61.38	-37.035
61.39	-60.1674
61.4	-78.6158
61.41	-88.1998
61.42	-90.6564
61.43	-83.9971
61.44	-63.3421
61.45	-32.3298
61.46	-7.1583
61.47	-2.7424
61.48	-15.0448
61.49	-22.2375
61.5	-6.2796
61.51	28.8051
61.52	62.716
61.53	80.9944
61.54	86.8458
61.55	89.9262
61.56	88.2613
61.57	67.4968
61.58	19.5367
61.59	-41.9373
61.6	-88.7733
61.61	-101.9452
61.62	-86.4786
61.63	-62.8562
61.64	-45.8309
61.65	-33.6334
61.66	-16.968
61.67	5.0295
61.68	20.8871
61.69	19.0045
61.7	1.8507
61.71	-13.7898
61.72	-11.2619
61.73	11.2419
61.74	39.7516
61.75	57.223
61.76	56.9476
61.77	44.7073
61.78	29.9206
61.79	16.3544
61.8	1.6666
61.81	-15.2694
61.82	-28.4668
61.83	-27.6109
61.84	-7.3686
61.85	25.9965
61.86	57.7174
61.87	75.3179
61.88	77.9263
61.89	75.9735
61.9	81.1589
61.91	94.7926
61.92	104.5515
61.93	93.5017
61.94	55.035
61.95	1.1464
61.96	-44.3214
61.97	-63.0598
61.98	-55.5428
61.99	-38.3909
62	-28.9608
62.01	-32.2766
62.02	-41.6482
62.03	-48.9933
62.04	-51.6492
62.05	-49.6149
62.06	-40.6713
62.07	-22.7577
62.08	-1.049
62.09	11.7504
62.1	5.8031
62.11	-15.7661
62.12	-39.7451
62.13	-56.0187
62.14	-65.5316
62.15	-74.3106
62.16	-82.6325
62.17	-83.8827
62.18	-74.0317
62.19	-58.6202
62.2	-48.0357
62.21	-47.3779
62.22	-53.2384
62.23	-59.5073
62.24	-63.1094
62.25	-62.9973
62.26	-56.3455
62.27	-39.1231
62.28	-10.9894
62.29	21.605
62.3	47.3764
62.31	54.9905
62.32	38.318
62.33	1.8928
62.34	-36.4175
62.35	-52.1149
62.36	-30.7199
62.37	18.4845
62.38	67.5416
62.39	92.7026
62.4	93.5883
62.41	88.8467
62.42	93.4623
62.43	102.6669
62.44	98.5995
62.45	69.697
62.46	20.9679
62.47	-32.221
62.48	-74.6844
62.49	-94.3293
62.5	-81.3398
62.51	-33.9378
62.52	32.0776
62.53	85.696
62.54	101.2213
62.55	79.6386
62.56	46.7991
62.57	27.7099
62.58	23.9998
62.59	19.0281
62.6	2.9188
62.61	-13.6163
62.62	-13.2903
62.63	4.1663
62.64	18.9673
62.65	13.0443
62.66	-10.0107
62.67	-30.7041
62.68	-36.7773
62.69	-34.8487
62.7	-37.8865
62.71	-46.6778
62.72	-49.4773
62.73	-39.1843
62.74	-25.0994
62.75	-24.5185
62.76	-45.2836
62.77	-79.7996
62.78	-114.2934
62.79	-139.1618
62.8	-150.0322
62.81	-145.0957
62.82	-127.3843
62.83	-107.954
62.84	-99.5368
62.85	-102.8208
62.86	-101.7606
62.87	-77.372
62.88	-27.341
62.89	29.8247
62.9	70.2628
62.91	82.6347
62.92	71.6688
62.93	49.3402
62.94	26.8295
62.95	12.4776
62.96	10.0146
62.97	14.5953
62.98	14.1427
62.99	0.786
63	-17.96
63.01	-23.8083
63.02	-6.7891
63.03	22.1602
63.04	41.247
63.05	40.1575
63.06	28.7523
63.07	22.4551
63.08	23.2033
63.09	19.6777
63.1	5.518
63.11	-8.6455
63.12	-5.2725
63.13	20.2825
63.14	54.731
63.15	82.1433
63.16	100.0316
63.17	117.0316
63.18	137.0905
63.19	151.4852
63.2	148.6599
63.21	128.646
63.22	103.5946
63.23	84.2235
63.24	69.5116
63.25	51.9367
63.26	30.6274
63.27	15.5169
63.28	17.4537
63.29	36.1857
63.3	59.62
63.31	73.9342
63.32	72.9659
63.33	58.7876
63.34	36.4812
63.35	10.7133
63.36	-13.4564
63.37	-29.3046
63.38	-30.2769
63.39	-14.0055
63.4	14.9576
63.41	45.9478
63.42	66.4517
63.43	68.0619
63.44	51.0033
63.45	23.7581
63.46	-2.9597
63.47	-23.5328
63.48	-39.3672
63.49	-53.2258
63.5	-61.8726
63.51	-55.8702
63.52	-28.6398
63.53	13.5325
63.54	51.7704
63.55	67.3537
63.56	56.303
63.57	31.8915
63.58	12.0983
63.59	3.9755
63.6	0.192
63.61	-9.8216
63.62	-27.4308
63.63	-45.206
63.64	-58.5948
63.65	-73.203
63.66	-97.2647
63.67	-127.9727
63.68	-149.5833
63.69	-147.8528
63.7	-125.0996
63.71	-98.3897
63.72	-82.6885
63.73	-77.6185
63.74	-71.0546
63.75	-53.5344
63.76	-27.7509
63.77	-5.576
63.78	2.0348
63.79	-6.856
63.8	-23.8721
63.81	-36.0626
63.82	-35.5199
63.83	-25.9615
63.84	-19.4085
63.85	-24.6159
63.86	-38.8391
63.87	-52.161
63.88	-58.8536
63.89	-61.2563
63.9	-61.6637
63.91	-54.6005
63.92	-32.1866
63.93	2.9798
63.94	35.4253
63.95	50.9804
63.96	51.6442
63.97	52.6697
63.98	64.9946
63.99	84.2484
64	98.4897
64.01	102.6728
64.02	100.5205
64.03	93.031
64.04	71.7612
64.05	28.6911
64.06	-28.6277
64.07	-76.9923
64.08	-95.5642
64.09	-83.1938
64.1	-56.9777
64.11	-35.3255
64.12	-24.3449
64.13	-19.3455
64.14	-15.2676
64.15	-12.7159
64.16	-14.9571
64.17	-21.8996
64.18	-27.9241
64.19	-24.5817
64.2	-5.5846
64.21	28.2514
64.22	66.7254
64.23	94.0546
64.24	98.8475
64.25	83.2612
64.26	62.117
64.27	50.9661
64.28	53.5004
64.29	60.1304
64.3	58.3491
64.31	43.8012
64.32	21.6329
64.33	-0.8215
64.34	-20.1751
64.35	-35.4755
64.36	-43.0819
64.37	-36.7076
64.38	-14.6632
64.39	13.8889
64.4	32.8895
64.41	32.0598
64.42	15.9837
64.43	-0.3954
64.44	-5.6158
64.45	-0.3935
64.46	7.1287
64.47	12.233
64.48	16.9937
64.49	23.2917
64.5	26.4186
64.51	19.2245
64.52	2.2584
64.53	-13.5225
64.54	-16.2115
64.55	-4.2006
64.56	13.1666
64.57	24.746
64.58	25.0102
